iso_alpha,popularity,year
GUY,1.7608762679590715,1968
HKG,0.5733249569962362,1968
HND,4.144379037608721,1968
HRV,0.03723404255319149,1968
HTI,0.07778627355221526,1968
HUN,0.11028518254990259,1968
IDN,10.845900114202045,1968
IMN,0.0,1968
IND,7.882373586924289,1968
IRL,2.478931156041945,1968
IRN,2.340769811795292,1968
IRQ,0.2443406311415188,1968
ISL,0.04956414781563386,1968
ISR,0.5317383645885346,1968
ITA,3.27796359593967,1968
JAM,0.955864524032161,1968
JEY,0.03289827791286957,1968
JOR,0.060806044346818175,1968
JPN,5.416924454575414,1968
KAZ,0.0,1968
KEN,8.169616108046144,1968
KGZ,0.0,1968
KHM,0.050037555511374336,1968
KIR,0.0,1968
KNA,0.0,1968
KOR,2.461783548168121,1968
KWT,0.33892886435077796,1968
LAO,0.9427376298361909,1968
LBN,0.23819021271896657,1968
LBR,0.23330027520083343,1968
LBY,0.19652943813001944,1968
LCA,0.00199203187250996,1968
LIE,0.0,1968
LKA,4.615623809476464,1968
LSO,2.551712922680899,1968
LTU,0.0,1968
LUX,0.1782575323897091,1968
LVA,0.0,1968
MAC,0.0024449877750611247,1968
MAF,0.0,1968
MAR,2.5773024990733227,1968
MCO,0.00199203187250996,1968
MDA,0.0,1968
MDG,2.270266218448498,1968
MDV,0.0,1968
MEX,6.534555361434709,1968
MHL,0.0,1968
MKD,0.03571428571428571,1968
MLI,0.2656879337543965,1968
MLT,0.07212162804761849,1968
MMR,0.11505618596186186,1968
MNE,0.3173271173271174,1968
MNG,0.019285231567581808,1968
MNP,0.0,1968
MOZ,0.3732431666839697,1968
MRT,0.3428307385784389,1968
MSR,0.00398406374501992,1968
MTQ,0.02330494417587297,1968
MUS,3.734528286882789,1968
MWI,5.92437877816039,1968
MYS,9.998310235240897,1968
MYT,0.0,1968
NAM,0.0,1968
NCL,0.010256494682427316,1968
NER,4.467069710204117,1968
NFK,0.0,1968
NGA,2.2836761475079377,1968
NIC,5.155442098257858,1968
NIU,0.0024449877750611247,1968
NLD,3.0308550337542606,1968
NOR,0.838261422493016,1968
NPL,0.08726305227345268,1968
NRU,0.0,1968
NZL,2.101297198523016,1968
OMN,0.0024449877750611247,1968
PAK,16.28279253857552,1968
PAN,1.0164043389925967,1968
PCN,0.0,1968
PER,0.6277118454567714,1968
PHL,1.173739434702272,1968
PIC,0.03305785123966942,1968
PLW,0.0,1968
PNG,0.07692307692307693,1968
POL,0.1992000340296162,1968
PRI,0.1750286133680811,1968
PRK,0.02222416936429258,1968
PRT,1.5690015527717158,1968
PRY,0.12439338297019939,1968
PSE,0.0,1968
PYF,0.00199203187250996,1968
QAT,0.00199203187250996,1968
REU,0.0,1968
ROU,0.07974812213334963,1968
RUS,0.10024667931688803,1968
RWA,0.7653611726700811,1968
SAU,0.19221862806075787,1968
SDN,5.1533586700419205,1968
SEN,1.3972697837983818,1968
SGP,4.220873321473257,1968
SHN,0.0,1968
SLB,0.0,1968
SLE,2.101018524394501,1968
SLV,0.27964348959240726,1968
SMR,0.0,1968
SOM,1.6627963352821142,1968
SRB,0.5538019899722026,1968
SSD,0.0,1968
STP,0.0,1968
SUN,0.9228213837820259,1968
SUR,0.09604842411783335,1968
SVK,0.0009746588693957114,1968
SVN,0.33834073727690744,1968
SWE,3.3351096669992124,1968
SWZ,0.03930180999557872,1968
SYC,0.0,1968
SYR,0.17664385341262426,1968
TCA,0.00199203187250996,1968
TCD,5.966635959176068,1968
TGO,3.4563986904208113,1968
THA,2.3885776666736995,1968
TJK,0.0,1968
TKM,0.0,1968
TLS,0.0,1968
TON,0.006289308176100629,1968
TPE,2.642961929556583,1968
TTO,2.947353914791619,1968
TUN,6.959074722490309,1968
TUR,1.8075482469412443,1968
TUV,0.0,1968
TZA,4.021077081529407,1968
UGA,4.596415891957019,1968
UKR,0.0,1968
URY,1.2174588734669052,1968
USA,10.882381054735923,1968
UZB,0.0,1968
VAT,0.0,1968
VCT,0.0,1968
VEN,0.742713856662453,1968
VGB,0.020859956400811848,1968
VIR,0.03773584905660377,1968
VNM,0.6579987482828873,1968
VUT,0.0,1968
WBG,0.0,1968
WLF,0.0,1968
WSM,0.03464673858486634,1968
XKX,0.0,1968
YEM,0.018851035454161953,1968
YUG,3.178647026862399,1968
ZAF,0.5712607092230818,1968
ZMB,4.193794315527576,1968
ZWE,1.075309874641071,1968
BVT,0.0,1968
FRO,0.0,1968
SPM,0.0,1968
SXM,0.0,1968
ABW,0.0,1969
AFG,2.118382247272722,1969
AGO,0.08335903162698904,1969
AIA,0.0,1969
ALB,0.0,1969
AND,0.0,1969
ARE,0.028754578754578757,1969
ARG,11.105274632019382,1969
ARM,0.04159519725557462,1969
ASM,0.0,1969
ATA,0.0,1969
ATG,0.0,1969
AUS,2.976005076272493,1969
AUT,0.5369937980722299,1969
AZE,0.03333333333333333,1969
BDI,2.325914680189813,1969
BEL,1.8334629736452792,1969
BEN,3.0828781868769015,1969
BFA,3.742999335727538,1969
BGD,0.2,1969
BGR,0.12757003062224143,1969
BHR,0.0,1969
BHS,0.0040650406504065045,1969
BIH,0.0,1969
BLM,0.0,1969
BLR,0.0,1969
BLZ,0.0,1969
BMU,0.0,1969
BRA,8.043263508888662,1969
BRB,0.021474415808526187,1969
BRN,0.01060070671378092,1969
BTN,0.0,1969
BWA,3.5611555837224342,1969
CAN,3.4258189351382216,1969
CAR,0.8465981848770567,1969
CHE,3.24537597717625,1969
CHI,0.0,1969
CHL,1.5710915566007722,1969
CHN,2.483566519369771,1969
CIV,3.721318491287282,1969
CMR,9.434795124160782,1969
COD,0.890994561128357,1969
COG,0.8372798405257724,1969
COK,0.0,1969
COL,16.786920001349582,1969
COM,0.0,1969
CPV,0.0,1969
CRI,2.5862342149872433,1969
CSK,0.29743337040334117,1969
CUB,0.2445650277094052,1969
CUW,0.0,1969
CYM,0.0,1969
CYP,4.258640169765076,1969
CZE,0.0,1969
DEU,3.425878170220396,1969
DJI,0.0,1969
DMA,0.5021008403361344,1969
DNK,1.7492151791165085,1969
DOM,0.9033935296184499,1969
DZA,0.33656119767194587,1969
ECU,2.9703183970961904,1969
EGY,0.927810341148698,1969
ERI,0.05263157894736842,1969
ESH,0.0,1969
ESP,3.3085331850369766,1969
EST,0.0,1969
ETH,6.575271185799403,1969
FIN,2.225894812068732,1969
FJI,0.07356076759061833,1969
FLK,0.0,1969
FRA,5.975752217350552,1969
FSM,0.0,1969
GAB,1.141702071802388,1969
GBR,6.987452076799745,1969
GEO,0.07346109175377467,1969
GGY,0.0,1969
GHA,11.10234152626033,1969
GIB,0.04506008010680908,1969
GIN,2.8109703381335613,1969
GLP,0.0,1969
GMB,0.780199614460463,1969
GNB,0.0,1969
GNQ,0.8315126050420169,1969
GRC,1.0994733967198917,1969
GRD,0.009345794392523364,1969
GRL,0.0,1969
GTM,0.3508092660303992,1969
GUF,0.0,1969
GUM,0.003246753246753247,1969
GUY,2.5122019040135557,1969
HKG,0.659723875430108,1969
HND,3.1506239879742455,1969
HRV,0.7554179566563468,1969
HTI,0.040200482782737974,1969
HUN,0.19207307406730995,1969
IDN,10.136531847276359,1969
IMN,0.0,1969
IND,14.083382366877112,1969
IRL,4.787554551602701,1969
IRN,7.3358905983675236,1969
IRQ,1.0160092541799413,1969
ISL,1.4951084413809346,1969
ISR,1.3505382486120592,1969
ITA,2.8380149081584323,1969
JAM,3.6821624677519718,1969
JEY,0.045700303706044144,1969
JOR,0.8598604979313434,1969
JPN,4.363919385882039,1969
KAZ,0.0,1969
KEN,6.813321501721884,1969
KGZ,0.0,1969
KHM,1.9631060643094458,1969
KIR,0.0,1969
KNA,0.0,1969
KOR,4.921340261206682,1969
KWT,0.6006313915990349,1969
LAO,0.8020164994876978,1969
LBN,0.4851728996658245,1969
LBR,2.4958996052262106,1969
LBY,0.5945512625092048,1969
LCA,0.0,1969
LIE,0.0,1969
LKA,8.901078916127837,1969
LSO,0.06656524071455372,1969
LTU,0.0,1969
LUX,0.20185229389212223,1969
LVA,0.0,1969
MAC,0.017857142857142856,1969
MAF,0.0,1969
MAR,7.108438901009389,1969
MCO,0.0,1969
MDA,0.0,1969
MDG,1.7649253731343284,1969
MDV,0.0,1969
MEX,3.2222251547388026,1969
MHL,0.0,1969
MKD,0.38630890952872377,1969
MLI,0.3412598133390856,1969
MLT,0.04699680867371825,1969
MMR,0.26353605424206594,1969
MNE,0.0,1969
MNG,0.0,1969
MNP,0.0,1969
MOZ,1.2115737640260016,1969
MRT,1.8768096344893987,1969
MSR,0.0,1969
MTQ,0.0,1969
MUS,0.18972327280758705,1969
MWI,0.9049744578552887,1969
MYS,3.8804621259637373,1969
MYT,0.0,1969
NAM,0.0,1969
NCL,0.03296703296703297,1969
NER,1.245018071435692,1969
NFK,0.0,1969
NGA,4.218924580221996,1969
NIC,0.18916098174866922,1969
NIU,0.0,1969
NLD,1.7813444063267994,1969
NOR,0.630691452493018,1969
NPL,3.4513487083556154,1969
NRU,0.016666666666666666,1969
NZL,1.2272350681520359,1969
OMN,0.016666666666666666,1969
PAK,18.606705365914202,1969
PAN,0.47829896630077107,1969
PCN,0.0,1969
PER,0.5383500591346269,1969
PHL,7.6555816514780854,1969
PIC,0.01329185520361991,1969
PLW,0.0125,1969
PNG,0.22381342062193124,1969
POL,0.2430448783286973,1969
PRI,0.08956510925285473,1969
PRK,0.18349652044193038,1969
PRT,0.23191204278345443,1969
PRY,4.106974656689678,1969
PSE,0.03339517625231911,1969
PYF,0.0,1969
QAT,0.016666666666666666,1969
REU,0.0,1969
ROU,0.16165134952047705,1969
RUS,0.172424968070538,1969
RWA,0.3660622617560262,1969
SAU,0.5071841784918414,1969
SDN,1.1651283624697728,1969
SEN,2.331465573979811,1969
SGP,4.586651933407528,1969
SHN,0.0,1969
SLB,0.3443223443223443,1969
SLE,2.6506807442092737,1969
SLV,2.005002786768795,1969
SMR,0.0,1969
SOM,2.1620867697690866,1969
SRB,0.05263157894736842,1969
SSD,0.0,1969
STP,0.0,1969
SUN,1.8901168944067799,1969
SUR,0.014617994490529624,1969
SVK,0.0,1969
SVN,0.5153078775369797,1969
SWE,4.110745345658281,1969
SWZ,2.987649278070953,1969
SYC,0.0,1969
SYR,0.507716188894422,1969
TCA,0.0,1969
TCD,0.9118445425056818,1969
TGO,1.1787215961809512,1969
THA,5.335892797439096,1969
TJK,0.0,1969
TKM,0.0,1969
TLS,0.0,1969
TON,0.021052631578947368,1969
TPE,2.0530214461542338,1969
TTO,2.410448489581,1969
TUN,7.964236148346805,1969
TUR,7.56091146146632,1969
TUV,0.0,1969
TZA,6.332827418904575,1969
UGA,4.470135408721983,1969
UKR,0.0,1969
URY,0.15105104670584907,1969
USA,12.945978493937243,1969
UZB,0.0,1969
VAT,0.0,1969
VCT,0.0,1969
VEN,5.01758737416613,1969
VGB,0.0,1969
VIR,0.020833333333333332,1969
VNM,0.8141260406746336,1969
VUT,0.023809523809523808,1969
WBG,0.0,1969
WLF,0.0,1969
WSM,0.06760838663823737,1969
XKX,0.0,1969
YEM,3.799049903905806,1969
YUG,1.5875279015544905,1969
ZAF,0.5972523253809884,1969
ZMB,7.777603456792744,1969
ZWE,1.0476619868886357,1969
BVT,0.0,1969
FRO,0.0,1969
SPM,0.0,1969
SXM,0.0,1969
ABW,0.006134969325153374,1970
AFG,3.6103953374570485,1970
AGO,0.39778452009750015,1970
AIA,0.0,1970
ALB,0.06969542177039459,1970
AND,0.0,1970
ARE,0.04619181475652935,1970
ARG,1.7164782909164373,1970
ARM,0.4470209752968373,1970
ASM,0.022897897897897895,1970
ATA,0.0,1970
ATG,0.0,1970
AUS,3.571196610722244,1970
AUT,0.4174611876712965,1970
AZE,0.0,1970
BDI,1.6935751996179116,1970
BEL,1.6449190083228786,1970
BEN,5.015688854079627,1970
BFA,5.707850383598536,1970
BGD,1.3642857142857143,1970
BGR,0.3055933914654083,1970
BHR,0.004032258064516129,1970
BHS,0.02851188035489375,1970
BIH,0.0,1970
BLM,0.0,1970
BLR,0.0,1970
BLZ,0.0,1970
BMU,0.03237069475677595,1970
BRA,10.834691919707897,1970
BRB,0.1298362208988466,1970
BRN,0.04536594010278221,1970
BTN,0.0031446540880503146,1970
BWA,0.059055512813481995,1970
CAN,3.7034804414196785,1970
CAR,0.8651190736575621,1970
CHE,6.573732796830065,1970
CHI,0.0,1970
CHL,10.906604314938487,1970
CHN,5.621547958800161,1970
CIV,12.496439097282739,1970
CMR,12.52569722349568,1970
COD,1.413495361769947,1970
COG,0.743878601439724,1970
COK,0.0,1970
COL,20.05870816851115,1970
COM,0.0,1970
CPV,0.5409396668776654,1970
CRI,1.5751440783870945,1970
CSK,0.42466319222505067,1970
CUB,0.5147941062390373,1970
CUW,0.0,1970
CYM,0.0,1970
CYP,0.11792659742876027,1970
CZE,0.0,1970
DEU,5.785899349206494,1970
DJI,0.5094959864696706,1970
DMA,0.5540322580645162,1970
DNK,3.8318157293530284,1970
DOM,1.683335823413611,1970
DZA,0.3545772513036003,1970
ECU,4.808540190717085,1970
EGY,0.128647604961951,1970
ERI,0.3317543123035114,1970
ESH,0.0,1970
ESP,3.022656274676164,1970
EST,0.0,1970
ETH,6.460044694672639,1970
FIN,2.4859878744053887,1970
FJI,0.6937508753676543,1970
FLK,0.0015723270440251573,1970
FRA,8.965550696914418,1970
FSM,0.0,1970
GAB,1.7309987516713676,1970
GBR,8.822564965679614,1970
GEO,0.006329113924050633,1970
GGY,0.0,1970
GHA,13.026616720553715,1970
GIB,0.005847953216374269,1970
GIN,2.390679014984829,1970
GLP,0.12193848310616025,1970
GMB,3.3459679973990024,1970
GNB,0.0,1970
GNQ,0.07085836595814998,1970
GRC,5.418885836345654,1970
GRD,0.08298585691811654,1970
GRL,0.0015723270440251573,1970
GTM,3.6908848208065557,1970
GUF,0.015508543732535424,1970
GUM,0.0,1970
GUY,4.9470913342835345,1970
HKG,0.4262939713822834,1970
HND,3.965605408095768,1970
HRV,0.13633021678289456,1970
HTI,0.0762043213772928,1970
HUN,0.309372450939987,1970
IDN,17.749865183464685,1970
IMN,0.01694915254237288,1970
IND,26.76351797684654,1970
IRL,3.9091153860631285,1970
IRN,12.870717459236968,1970
IRQ,0.31673339127423983,1970
ISL,2.1395210069579638,1970
ISR,7.370495014934658,1970
ITA,2.266502110250248,1970
JAM,5.006265088514084,1970
JEY,0.12107715385897508,1970
JOR,0.29587636713044607,1970
JPN,7.435452227215505,1970
KAZ,0.0,1970
KEN,8.086258674862828,1970
KGZ,0.0,1970
KHM,1.8550448363842762,1970
KIR,0.0,1970
KNA,0.0,1970
KOR,2.2056498894705427,1970
KWT,0.35451253195996957,1970
LAO,1.593461222961718,1970
LBN,0.593167437562423,1970
LBR,2.2375948840013,1970
LBY,0.26918847148519504,1970
LCA,0.005263157894736842,1970
LIE,0.024449182658137884,1970
LKA,5.1702026925386555,1970
LSO,0.08432584459160848,1970
LTU,0.0,1970
LUX,0.08968466953375694,1970
LVA,0.0,1970
MAC,0.0,1970
MAF,0.0,1970
MAR,2.3624309342661345,1970
MCO,0.03225806451612903,1970
MDA,0.0,1970
MDG,2.955941531766726,1970
MDV,0.0,1970
MEX,6.7747074658494455,1970
MHL,0.0,1970
MKD,0.13434446231765776,1970
MLI,5.188904850624752,1970
MLT,0.032790343372788,1970
MMR,0.17735283271813845,1970
MNE,0.16556520721201246,1970
MNG,0.009181266846361186,1970
MNP,0.0,1970
MOZ,0.2506006515563093,1970
MRT,0.450167118848433,1970
MSR,0.0,1970
MTQ,0.011282719224589914,1970
MUS,0.14783790039711686,1970
MWI,3.8212307804415757,1970
MYS,7.427825059809582,1970
MYT,0.0,1970
NAM,0.0,1970
NCL,0.042859056335924524,1970
NER,8.249033323417532,1970
NFK,0.0,1970
NGA,6.925556656131821,1970
NIC,0.2877326176246236,1970
NIU,0.0,1970
NLD,2.5621419499224167,1970
NOR,0.5379164248120842,1970
NPL,1.7603940235487883,1970
NRU,0.009009009009009009,1970
NZL,0.5439272835549598,1970
OMN,0.044390228735255076,1970
PAK,43.79855210315223,1970
PAN,4.109149659957974,1970
PCN,0.0,1970
PER,2.382869266663927,1970
PHL,3.2663178060039297,1970
PIC,0.018018018018018018,1970
PLW,0.013888888888888888,1970
PNG,0.2,1970
POL,0.4264967815411317,1970
PRI,0.30869966571604557,1970
PRK,0.058859737768063705,1970
PRT,0.36893968773901403,1970
PRY,0.20935459504853804,1970
PSE,0.053860184503139355,1970
PYF,0.0,1970
QAT,0.0,1970
REU,0.0,1970
ROU,0.22579969087564397,1970
RUS,0.14423723245232067,1970
RWA,1.6729563755445036,1970
SAU,0.2464328438473135,1970
SDN,0.4948409709161564,1970
SEN,7.333553776043583,1970
SGP,2.3355545852999153,1970
SHN,0.0,1970
SLB,0.0,1970
SLE,3.024557686942657,1970
SLV,3.0655339769047196,1970
SMR,0.0,1970
SOM,0.23704608539431843,1970
SRB,0.5751700654588089,1970
SSD,0.0,1970
STP,0.0,1970
SUN,1.6042705115219293,1970
SUR,0.11847707687314221,1970
SVK,0.0,1970
SVN,0.16458767361177998,1970
SWE,5.058362435035899,1970
SWZ,0.07259925720130447,1970
SYC,0.0,1970
SYR,0.461773504118794,1970
TCA,0.0,1970
TCD,2.18888777304083,1970
TGO,0.8978686001685844,1970
THA,5.40438858013857,1970
TJK,0.0,1970
TKM,0.0,1970
TLS,0.0,1970
TON,0.009009009009009009,1970
TPE,5.446735611879993,1970
TTO,0.2900052913009506,1970
TUN,3.314101298423776,1970
TUR,2.6316676396611127,1970
TUV,0.0,1970
TZA,11.22691760766949,1970
UGA,4.681430237075471,1970
UKR,0.0,1970
URY,4.1623308938781625,1970
USA,24.732310240704084,1970
UZB,0.0,1970
VAT,0.0,1970
VCT,0.0,1970
VEN,7.126905519330747,1970
VGB,0.0,1970
VIR,0.026730092620373104,1970
VNM,1.3500612231722857,1970
VUT,0.009009009009009009,1970
WBG,0.0,1970
WLF,0.0,1970
WSM,0.05067567567567567,1970
XKX,0.3319993823506704,1970
YEM,2.589462479426553,1970
YUG,5.676997034575477,1970
ZAF,0.5726436151251695,1970
ZMB,4.288239292112576,1970
ZWE,1.7380439331054873,1970
BVT,0.0,1970
FRO,0.0,1970
SPM,0.0,1970
SXM,0.0,1970
ABW,0.004761904761904762,1971
AFG,3.291229939699579,1971
AGO,0.43748411358794187,1971
AIA,0.0,1971
ALB,0.09226027989244942,1971
AND,0.0,1971
ARE,0.06950154285989182,1971
ARG,7.6637061956627495,1971
ARM,0.07260458839406209,1971
ASM,0.0,1971
ATA,0.008949792038027333,1971
ATG,0.07142857142857142,1971
AUS,1.7005121363988578,1971
AUT,0.823569026040281,1971
AZE,0.0,1971
BDI,0.22137107021191066,1971
BEL,2.0000482339389536,1971
BEN,0.18949418984721972,1971
BFA,1.5550754203564636,1971
BGD,0.2,1971
BGR,0.3784942175893514,1971
BHR,0.039286124735392364,1971
BHS,0.04349458702399879,1971
BIH,0.0,1971
BLM,0.0,1971
BLR,0.0,1971
BLZ,0.07142857142857142,1971
BMU,0.009523809523809525,1971
BRA,18.69615871709553,1971
BRB,0.21543390717167316,1971
BRN,0.10602084758177341,1971
BTN,0.023392612859097127,1971
BWA,4.824790881353062,1971
CAN,3.532794530557675,1971
CAR,0.47401250240466,1971
CHE,16.981495000978057,1971
CHI,0.0,1971
CHL,1.4454387186402082,1971
CHN,3.5139643544312174,1971
CIV,5.076546349839106,1971
CMR,1.9782843613994598,1971
COD,4.746017112523636,1971
COG,1.19370296143292,1971
COK,0.0,1971
COL,15.347696186927012,1971
COM,0.0,1971
CPV,0.05825160396164402,1971
CRI,1.2565250678689697,1971
CSK,0.36927297454056474,1971
CUB,0.2704204828633029,1971
CUW,0.0,1971
CYM,0.0,1971
CYP,4.227166980471791,1971
CZE,0.0,1971
DEU,5.393528338694301,1971
DJI,0.11267605633802817,1971
DMA,0.001589825119236884,1971
DNK,0.7686641567216832,1971
DOM,3.0618071592666807,1971
DZA,1.6236559745673635,1971
ECU,0.938881937849978,1971
EGY,3.4878221948672565,1971
ERI,0.04569600890001391,1971
ESH,0.0,1971
ESP,7.317284703609753,1971
EST,0.0,1971
ETH,7.79396728832797,1971
FIN,2.180871512771194,1971
FJI,4.441089771822225,1971
FLK,0.0,1971
FRA,7.868985413800984,1971
FSM,0.008403361344537815,1971
GAB,3.0148882079353676,1971
GBR,7.789790720155531,1971
GEO,0.14124480591871896,1971
GGY,0.0,1971
GHA,3.310871467401701,1971
GIB,0.03870014392757731,1971
GIN,4.504764047438906,1971
GLP,0.053795465811568605,1971
GMB,0.1026819487513295,1971
GNB,0.0,1971
GNQ,1.0576328409773952,1971
GRC,4.902014386429332,1971
GRD,0.12762630505007094,1971
GRL,0.0006257822277847309,1971
GTM,2.3215568816946304,1971
GUF,0.0,1971
GUM,0.027777777777777776,1971
GUY,2.7018715739920536,1971
HKG,0.16493261466597184,1971
HND,2.120045880009707,1971
HRV,0.2718258084067148,1971
HTI,0.1579235694160117,1971
HUN,0.2745642415174109,1971
IDN,10.145154672087326,1971
IMN,0.0,1971
IND,44.106881641029446,1971
IRL,8.363596753671793,1971
IRN,10.727240928173607,1971
IRQ,2.503197028430983,1971
ISL,1.0649498328246563,1971
ISR,2.504685610381033,1971
ITA,3.2964425138571656,1971
JAM,6.727234848719659,1971
JEY,0.1271395941767798,1971
JOR,3.3900093966784883,1971
JPN,7.859888414514029,1971
KAZ,0.0,1971
KEN,9.631007795618865,1971
KGZ,0.0,1971
KHM,0.6589514095470697,1971
KIR,0.0,1971
KNA,0.0,1971
KOR,5.597786204486518,1971
KWT,2.246691489778123,1971
LAO,0.6760848798945738,1971
LBN,0.6231122949969271,1971
LBR,2.785141197716977,1971
LBY,0.671256396643449,1971
LCA,0.6915750915750916,1971
LIE,0.006773737532396136,1971
LKA,2.774119564985475,1971
LSO,0.7370193018042941,1971
LTU,0.0,1971
LUX,0.1277104821657125,1971
LVA,0.0,1971
MAC,0.0,1971
MAF,0.0,1971
MAR,4.078066626610045,1971
MCO,0.0,1971
MDA,0.0,1971
MDG,0.8826749883269828,1971
MDV,0.011627906976744186,1971
MEX,11.275497230363833,1971
MHL,0.0,1971
MKD,0.8013041941135973,1971
MLI,3.343612755301187,1971
MLT,0.01767429357118934,1971
MMR,0.3589393837763727,1971
MNE,0.13325771351107646,1971
MNG,0.024385951188986232,1971
MNP,0.0,1971
MOZ,0.25494308010183075,1971
MRT,4.443955984340455,1971
MSR,0.0,1971
MTQ,0.004761904761904762,1971
MUS,2.936296269882142,1971
MWI,3.544827700374723,1971
MYS,9.73968511497451,1971
MYT,0.0,1971
NAM,0.0,1971
NCL,0.10782934833567745,1971
NER,1.6092653281809142,1971
NFK,0.0,1971
NGA,7.060926742764623,1971
NIC,1.2155754748134526,1971
NIU,0.0,1971
NLD,2.592871308857079,1971
NOR,0.8853150815025718,1971
NPL,0.1876703388979562,1971
NRU,0.0,1971
NZL,4.575317559040801,1971
OMN,0.8925420784408282,1971
PAK,4.573622998723086,1971
PAN,4.265271062384498,1971
PCN,0.0,1971
PER,1.5668818364886223,1971
PHL,5.536552281594997,1971
PIC,0.03125,1971
PLW,0.0,1971
PNG,0.20183150183150184,1971
POL,0.43250283293220215,1971
PRI,0.32707429782132535,1971
PRK,0.08622629810280467,1971
PRT,0.4280031136738844,1971
PRY,0.989695198540112,1971
PSE,0.0,1971
PYF,0.0,1971
QAT,0.06854865877546383,1971
REU,0.0,1971
ROU,0.4071055808426197,1971
RUS,0.17204767303604163,1971
RWA,0.18489953671270343,1971
SAU,0.473181489004381,1971
SDN,0.48618483433910825,1971
SEN,6.033755469496015,1971
SGP,1.363785373589635,1971
SHN,0.0,1971
SLB,0.0025031289111389237,1971
SLE,0.12084703820519033,1971
SLV,1.066154041967811,1971
SMR,0.0,1971
SOM,1.7839644841352835,1971
SRB,0.200056257905477,1971
SSD,0.0,1971
STP,0.005434782608695652,1971
SUN,3.4173436470015224,1971
SUR,0.09954131884025602,1971
SVK,0.03571428571428571,1971
SVN,0.9028486194568166,1971
SWE,3.334291908973478,1971
SWZ,0.7282122924558513,1971
SYC,0.002564102564102564,1971
SYR,0.43609051532539317,1971
TCA,0.07142857142857142,1971
TCD,3.562481392000543,1971
TGO,0.35084313603367645,1971
THA,3.0392168621528564,1971
TJK,0.0,1971
TKM,0.0,1971
TLS,0.0,1971
TON,0.03125,1971
TPE,3.7707427136291005,1971
TTO,2.435445456624113,1971
TUN,13.658929237807573,1971
TUR,17.49516004265188,1971
TUV,0.0,1971
TZA,6.998888946595888,1971
UGA,6.782228329553734,1971
UKR,0.0,1971
URY,2.683581446390991,1971
USA,17.427052589201786,1971
UZB,0.0,1971
VAT,0.0,1971
VCT,0.0,1971
VEN,1.792121582350726,1971
VGB,0.0,1971
VIR,0.02761904761904762,1971
VNM,0.867393748828692,1971
VUT,0.0,1971
WBG,0.0,1971
WLF,0.0,1971
WSM,0.003179650238473768,1971
XKX,1.4806865158558091,1971
YEM,2.7927613068597705,1971
YUG,4.438012838710835,1971
ZAF,1.6185280309982206,1971
ZMB,1.9171468252208634,1971
ZWE,0.5571711831645172,1971
BVT,0.0,1971
FRO,0.0,1971
SPM,0.0,1971
SXM,0.0,1971
ABW,0.0,1972
AFG,0.7067192846851535,1972
AGO,0.14078917172347355,1972
AIA,0.0,1972
ALB,0.002976190476190476,1972
AND,0.0,1972
ARE,0.8963611606410642,1972
ARG,1.5063047726860985,1972
ARM,0.9809133623497284,1972
ASM,0.0,1972
ATA,0.0,1972
ATG,0.0,1972
AUS,3.737121787156183,1972
AUT,0.6088797216339243,1972
AZE,0.03855488523680743,1972
BDI,0.2684764685932508,1972
BEL,1.283458339754523,1972
BEN,4.198210648703833,1972
BFA,2.9176493913024784,1972
BGD,14.317616881320985,1972
BGR,0.33917619690609874,1972
BHR,0.885894877354103,1972
BHS,0.015873015873015872,1972
BIH,0.0,1972
BLM,0.0,1972
BLR,0.0,1972
BLZ,0.6616669129599527,1972
BMU,0.029446730836929863,1972
BRA,17.968518269613135,1972
BRB,0.07261793623867166,1972
BRN,0.01748322490231928,1972
BTN,0.024706457925636006,1972
BWA,5.3905532285735145,1972
CAN,3.8932355127599925,1972
CAR,1.356215948111605,1972
CHE,11.912607413891122,1972
CHI,0.0,1972
CHL,0.9020019134741688,1972
CHN,2.841591821702745,1972
CIV,2.7758980971101477,1972
CMR,5.287357475673208,1972
COD,4.707604328995183,1972
COG,1.2121872308949613,1972
COK,0.0,1972
COL,12.77944507249721,1972
COM,0.0,1972
CPV,0.5576730969657641,1972
CRI,5.837435513390201,1972
CSK,0.29319022418093715,1972
CUB,0.27718647033339555,1972
CUW,0.0,1972
CYM,0.0,1972
CYP,2.8142278106398737,1972
CZE,0.0,1972
DEU,7.074485130475258,1972
DJI,0.4738437958150073,1972
DMA,0.0,1972
DNK,0.6535261232050942,1972
DOM,0.5368995763475332,1972
DZA,0.29773331446780327,1972
ECU,4.526019199819398,1972
EGY,1.9184987878811346,1972
ERI,0.08703703703703704,1972
ESH,0.0,1972
ESP,3.863329794713862,1972
EST,0.0,1972
ETH,7.356671516211785,1972
FIN,2.10405405345966,1972
FJI,1.0038080774909988,1972
FLK,0.0,1972
FRA,11.300745689605595,1972
FSM,0.0,1972
GAB,1.5679832791084451,1972
GBR,8.472977796273417,1972
GEO,0.003703703703703704,1972
GGY,0.0,1972
GHA,11.019615877939136,1972
GIB,0.0,1972
GIN,3.005551280814487,1972
GLP,0.3538103860684506,1972
GMB,2.0575833559461163,1972
GNB,0.0,1972
GNQ,0.28026534224587174,1972
GRC,2.7212988189555354,1972
GRD,0.1010040925097554,1972
GRL,0.01818181818181818,1972
GTM,0.8081941465881531,1972
GUF,0.0049504950495049506,1972
GUM,0.0,1972
GUY,4.252399658036392,1972
