iso_alpha,popularity,year
AUT,3.1571081166851815,1948
AZE,0.0,1948
BDI,0.0,1948
BEL,4.099175215837528,1948
BEN,0.008695652173913044,1948
BFA,0.0,1948
BGD,0.0,1948
BGR,0.27719751370042073,1948
BHR,0.0,1948
BHS,0.0,1948
BIH,0.0,1948
BLM,0.0,1948
BLR,0.0,1948
BLZ,0.0,1948
BMU,0.1111111111111111,1948
BRA,6.218798946959353,1948
BRB,0.007692307692307693,1948
BRN,0.0,1948
BTN,0.0,1948
BWA,0.0,1948
CAN,3.5890700914664877,1948
CAR,0.0,1948
CHE,1.4968739858590905,1948
CHI,0.0,1948
CHL,11.236141768572914,1948
CHN,4.631768791898622,1948
CIV,0.034782608695652174,1948
CMR,0.0,1948
COD,0.0,1948
COG,0.0,1948
COK,0.0,1948
COL,6.234287928335716,1948
COM,0.0,1948
CPV,0.0,1948
CRI,1.9267731824079146,1948
CSK,1.862870151149874,1948
CUB,2.331111424855812,1948
CUW,0.0,1948
CYM,0.0,1948
CYP,0.013986013986013986,1948
CZE,0.0,1948
DEU,7.456544083757003,1948
DJI,0.0,1948
DMA,0.008695652173913044,1948
DNK,2.5646954932894417,1948
DOM,0.9275592809630308,1948
DZA,0.04088827838827838,1948
ECU,2.1266016257799505,1948
EGY,1.355710010107306,1948
ERI,0.04039991838400327,1948
ESH,0.0,1948
ESP,0.6842723755175815,1948
EST,0.05357016685132681,1948
ETH,0.994690241521965,1948
FIN,4.118724323399794,1948
FJI,0.023018203170874926,1948
FLK,0.0,1948
FRA,8.313459256218742,1948
FSM,0.0,1948
GAB,0.0,1948
GBR,4.21863604077614,1948
GEO,0.8585453403329295,1948
GGY,0.0,1948
GHA,0.0,1948
GIB,0.0,1948
GIN,0.049649368863955115,1948
GLP,0.031714543993571716,1948
GMB,0.044117647058823525,1948
GNB,0.0,1948
GNQ,0.0,1948
GRC,2.159035945673876,1948
GRD,0.2403726708074534,1948
GRL,0.013513513513513514,1948
GTM,0.9941325619339182,1948
GUF,0.0,1948
GUM,0.0,1948
GUY,0.011947626841243862,1948
HKG,0.07417582417582418,1948
HND,1.4983076360648722,1948
HRV,0.0,1948
HTI,0.28240643983820485,1948
HUN,0.3552714720507104,1948
IDN,0.23263559881700976,1948
IMN,0.0,1948
IND,3.7796831799049544,1948
IRL,0.7012343902173661,1948
IRN,1.896034270152591,1948
IRQ,0.3175557507001976,1948
ISL,0.5318772375072783,1948
ISR,0.03867102396514161,1948
ITA,7.841076402554031,1948
JAM,0.13390077139967962,1948
JEY,0.4281271294914242,1948
JOR,0.0,1948
JPN,1.7450223531749358,1948
KAZ,0.0,1948
KEN,0.02,1948
KGZ,0.0,1948
KHM,0.0,1948
KIR,0.0,1948
KNA,0.0,1948
KOR,0.1,1948
KWT,0.0,1948
LAO,0.34860793287566744,1948
LBN,2.2666793280377218,1948
LBR,1.6587218433120763,1948
LBY,0.03225806451612903,1948
LCA,0.0,1948
LIE,0.0,1948
LKA,0.12272280149518001,1948
LSO,0.0,1948
LTU,0.032442129905305025,1948
LUX,1.3594852622898574,1948
LVA,0.0686747629046584,1948
MAC,0.0,1948
MAF,0.0,1948
MAR,0.07005197505197505,1948
MCO,0.0,1948
MDA,0.0,1948
MDG,0.0,1948
MDV,0.0,1948
MEX,4.416890798944358,1948
MHL,0.0,1948
MKD,0.0425531914893617,1948
MLI,0.0,1948
MLT,0.0,1948
MMR,0.14744827244827244,1948
MNE,0.0,1948
MNG,0.0,1948
MNP,0.0,1948
MOZ,0.007692307692307693,1948
MRT,0.0,1948
MSR,0.0,1948
MTQ,0.03828537874339401,1948
MUS,0.007692307692307693,1948
MWI,0.011904761904761904,1948
MYS,0.0,1948
MYT,0.0,1948
NAM,0.0,1948
NCL,0.02,1948
NER,0.008403361344537815,1948
NFK,0.0,1948
NGA,0.5150431030226427,1948
NIC,1.03065378962315,1948
NIU,0.0,1948
NLD,13.517858075346936,1948
NOR,1.4207995132483369,1948
NPL,0.0,1948
NRU,0.0,1948
NZL,0.15125334233353874,1948
OMN,0.0,1948
PAK,0.6533243261528525,1948
PAN,1.6927815007590155,1948
PCN,0.0,1948
PER,5.31178461311155,1948
PHL,1.9738712909249614,1948
PIC,0.0,1948
PLW,0.0,1948
PNG,0.0,1948
POL,7.264806406039771,1948
PRI,0.07617494882169185,1948
PRK,0.0,1948
PRT,0.3985899677488234,1948
PRY,0.2445785030057253,1948
PSE,0.10331285037896228,1948
PYF,0.0,1948
QAT,0.0,1948
REU,0.0,1948
ROU,0.13928801517221812,1948
RUS,0.4354609093146194,1948
RWA,0.0,1948
SAU,0.035328924469195964,1948
SDN,0.16087257176525627,1948
SEN,0.008403361344537815,1948
SGP,0.0,1948
SHN,0.0,1948
SLB,0.0,1948
SLE,0.0814428903623277,1948
SLV,0.4788925652516166,1948
SMR,0.0,1948
SOM,0.022988505747126436,1948
SRB,0.0,1948
SSD,0.0,1948
STP,0.0,1948
SUN,2.142373584713684,1948
SUR,0.008928571428571428,1948
SVK,0.0,1948
SVN,0.0,1948
SWE,1.6259223003107417,1948
SWZ,0.0,1948
SYC,0.0,1948
SYR,1.56267869981296,1948
TCA,0.0,1948
TCD,0.0,1948
TGO,0.017391304347826087,1948
THA,1.57902592169281,1948
TJK,0.0,1948
TKM,0.0,1948
TLS,0.0,1948
TON,0.0,1948
TPE,0.020833333333333332,1948
TTO,0.0,1948
TUN,0.016866619618913198,1948
TUR,2.8618450801354403,1948
TUV,0.0,1948
TZA,0.0,1948
UGA,0.10907298201851859,1948
UKR,0.0,1948
URY,1.1907460318416327,1948
USA,4.436143500221265,1948
UZB,0.0,1948
VAT,0.0,1948
VCT,0.0,1948
VEN,2.250357867183464,1948
VGB,0.0,1948
VIR,0.007692307692307693,1948
VNM,0.0,1948
VUT,0.008695652173913044,1948
WBG,0.0,1948
WLF,0.0,1948
WSM,0.017391304347826087,1948
XKX,0.0,1948
YEM,0.020422824302134646,1948
YUG,2.0010296507319634,1948
ZAF,1.5899439057614053,1948
ZMB,0.0,1948
ZWE,0.5952380952380952,1948
BVT,0.0,1948
FRO,0.0,1948
SPM,0.0,1948
SXM,0.0,1948
ABW,0.01588892282870055,1949
AFG,0.011235955056179775,1949
AGO,0.07142857142857142,1949
AIA,0.0,1949
ALB,0.05764606727646811,1949
AND,0.0,1949
ARE,0.011111111111111112,1949
ARG,1.0038733584038366,1949
ARM,0.06258182770358732,1949
ASM,0.0,1949
ATA,0.0,1949
ATG,0.0,1949
AUS,2.8318399630486644,1949
AUT,0.724764858666088,1949
AZE,0.0,1949
BDI,0.0,1949
BEL,9.378128148128972,1949
BEN,0.0,1949
BFA,0.0,1949
BGD,0.0,1949
BGR,0.12165181323661159,1949
BHR,0.0,1949
BHS,0.016612399494983054,1949
BIH,0.0,1949
BLM,0.0,1949
BLR,0.0,1949
BLZ,0.0,1949
BMU,0.016612399494983054,1949
BRA,5.18609623401798,1949
BRB,0.02332380889095621,1949
BRN,0.051051980198019806,1949
BTN,0.0,1949
BWA,0.0,1949
CAN,6.948973860448721,1949
CAR,0.0,1949
CHE,1.1748789041915193,1949
CHI,0.0,1949
CHL,2.840995005476737,1949
CHN,2.0624230753063344,1949
CIV,0.0,1949
CMR,0.024390243902439025,1949
COD,0.010416666666666666,1949
COG,0.0,1949
COK,0.0,1949
COL,6.115925623555466,1949
COM,0.0,1949
CPV,0.0,1949
CRI,0.40562144429143304,1949
CSK,0.8848544261710727,1949
CUB,4.26597282427139,1949
CUW,0.0,1949
CYM,0.0,1949
CYP,0.20747467811636364,1949
CZE,0.0,1949
DEU,5.230425786921085,1949
DJI,0.0,1949
DMA,0.024186704384724186,1949
DNK,0.8402790369546742,1949
DOM,0.06885870202108954,1949
DZA,0.1018947792783713,1949
ECU,1.3479063577311268,1949
EGY,2.2099372075444883,1949
ERI,0.009433962264150943,1949
ESH,0.0,1949
ESP,0.42546547696956094,1949
EST,0.0,1949
ETH,0.28986201637115794,1949
FIN,4.435103970938879,1949
FJI,0.030035218286929365,1949
FLK,0.020134228187919462,1949
FRA,5.971650390646851,1949
FSM,0.0,1949
GAB,0.0,1949
GBR,4.403046836544387,1949
GEO,0.28125,1949
GGY,0.0,1949
GHA,0.004975124378109453,1949
GIB,0.03635564010964946,1949
GIN,0.012153568127577976,1949
GLP,0.032390243902439025,1949
GMB,0.05246357832705843,1949
GNB,0.0,1949
GNQ,0.0,1949
GRC,0.9864087311865195,1949
GRD,0.009900990099009901,1949
GRL,0.01282051282051282,1949
GTM,0.4351100988215647,1949
GUF,0.012195121951219513,1949
GUM,0.0,1949
GUY,0.16826094403395528,1949
HKG,0.06914765302033558,1949
HND,0.47506004802654433,1949
HRV,0.029411764705882353,1949
HTI,2.2046018073522755,1949
HUN,0.18828748849809349,1949
IDN,0.26946947644207725,1949
IMN,0.0,1949
IND,12.259832191703095,1949
IRL,0.27231463250324284,1949
IRN,1.0401396773256713,1949
IRQ,2.963506059768383,1949
ISL,0.8376543719860448,1949
ISR,0.31326684015554507,1949
ITA,1.8965035238681605,1949
JAM,0.04078168792917136,1949
JEY,0.10724108659351614,1949
JOR,0.35332172031219294,1949
JPN,1.1591944380105959,1949
KAZ,0.0,1949
KEN,0.09272402459657428,1949
KGZ,0.0,1949
KHM,0.03125,1949
KIR,0.0,1949
KNA,0.0,1949
KOR,0.0,1949
KWT,0.023883126567690326,1949
LAO,0.10194094006937349,1949
LBN,1.7779391485831835,1949
LBR,1.177408559410053,1949
LBY,0.014433962264150942,1949
LCA,0.009900990099009901,1949
LIE,0.0,1949
LKA,1.1738391879699401,1949
LSO,0.0,1949
LTU,0.0,1949
LUX,0.47847237552881045,1949
LVA,0.0,1949
MAC,0.0,1949
MAF,0.0,1949
MAR,0.07640260700127663,1949
MCO,0.0,1949
MDA,0.0,1949
MDG,0.10402038759466697,1949
MDV,0.0,1949
MEX,5.443867596482908,1949
MHL,0.0,1949
MKD,0.0,1949
MLI,0.0,1949
MLT,0.040044742729306484,1949
MMR,0.1953257863698326,1949
MNE,0.0,1949
MNG,0.0,1949
MNP,0.0,1949
MOZ,0.14572247237003683,1949
MRT,0.0,1949
MSR,0.0,1949
MTQ,0.07942857142857143,1949
MUS,0.030035218286929365,1949
MWI,0.059738188583959066,1949
MYS,0.0,1949
MYT,0.0,1949
NAM,0.0,1949
NCL,0.006060606060606061,1949
NER,0.0,1949
NFK,0.0,1949
NGA,0.17730716949494302,1949
NIC,0.3567504853883709,1949
NIU,0.0,1949
NLD,7.080761129872226,1949
NOR,0.863312323516969,1949
NPL,0.0,1949
NRU,0.0,1949
NZL,0.4093437452020015,1949
OMN,0.0,1949
PAK,0.5216307719131933,1949
PAN,1.1840632457841789,1949
PCN,0.0,1949
PER,1.332268512071062,1949
PHL,2.343880648793209,1949
PIC,0.0,1949
PLW,0.0,1949
PNG,0.0,1949
POL,1.4961833467407604,1949
PRI,0.08545688775573271,1949
PRK,0.0,1949
PRT,0.759105339277743,1949
PRY,0.6650064862718811,1949
PSE,0.5960101657012664,1949
PYF,0.0,1949
QAT,0.0,1949
REU,0.0,1949
ROU,0.07958168002759106,1949
RUS,0.14744762783353743,1949
RWA,0.0,1949
SAU,0.03418494220556076,1949
SDN,0.24976041928486548,1949
SEN,0.0,1949
SGP,0.15484569344522064,1949
SHN,0.03641437969300285,1949
SLB,0.0,1949
SLE,0.03993620838593927,1949
SLV,4.004769123725486,1949
SMR,0.0,1949
SOM,0.0,1949
SRB,0.0,1949
SSD,0.0,1949
STP,0.0,1949
SUN,1.5520766741078496,1949
SUR,0.0030303030303030303,1949
SVK,0.06841052029731275,1949
SVN,0.029411764705882353,1949
SWE,0.6231188182156642,1949
SWZ,0.0,1949
SYC,0.02332380889095621,1949
SYR,1.1651389948886903,1949
TCA,0.009900990099009901,1949
TCD,0.07692307692307693,1949
TGO,0.036585365853658534,1949
THA,0.6253910766368156,1949
TJK,0.0,1949
TKM,0.0,1949
TLS,0.0,1949
TON,0.019801980198019802,1949
TPE,0.03125,1949
TTO,0.0,1949
TUN,0.028522475307397703,1949
TUR,4.7920998927612235,1949
TUV,0.0,1949
TZA,0.0,1949
UGA,0.1079410654754218,1949
UKR,0.0,1949
URY,2.8437843703601233,1949
USA,4.154258641932893,1949
UZB,0.0,1949
VAT,0.0,1949
VCT,0.0,1949
VEN,1.641024295692978,1949
VGB,0.0,1949
VIR,0.0,1949
VNM,0.0,1949
VUT,0.009900990099009901,1949
WBG,0.0,1949
WLF,0.0,1949
WSM,0.0,1949
XKX,0.0,1949
YEM,0.03324348607367475,1949
YUG,2.5002553715951574,1949
ZAF,0.4673241749861694,1949
ZMB,0.0,1949
ZWE,2.0188091690993946,1949
BVT,0.0,1949
FRO,0.0,1949
SPM,0.0,1949
SXM,0.0,1949
ABW,0.0,1950
AFG,0.02912621359223301,1950
AGO,0.0,1950
AIA,0.0,1950
ALB,0.05684328321899479,1950
AND,0.0,1950
ARE,0.0,1950
ARG,2.4072621068561357,1950
ARM,0.023255813953488372,1950
ASM,0.0,1950
ATA,0.0,1950
ATG,0.0,1950
AUS,3.228899613465045,1950
AUT,0.397896360193446,1950
AZE,0.0,1950
BDI,0.0,1950
BEL,3.2178758084830363,1950
BEN,0.0,1950
BFA,0.0,1950
BGD,0.0,1950
BGR,0.02738900410772004,1950
BHR,0.0,1950
BHS,0.0,1950
BIH,0.0,1950
BLM,0.0,1950
BLR,0.0,1950
BLZ,0.0,1950
BMU,0.0,1950
BRA,8.564140351204681,1950
BRB,0.0,1950
BRN,0.0,1950
BTN,0.0,1950
BWA,0.0,1950
CAN,3.5352444257878854,1950
CAR,0.0,1950
CHE,1.4925798891427084,1950
CHI,0.0,1950
CHL,6.1770067626802,1950
CHN,0.3349488005285106,1950
CIV,0.0,1950
CMR,0.0,1950
COD,0.0,1950
COG,0.0,1950
COK,0.0,1950
COL,11.240526767303724,1950
COM,0.0,1950
CPV,0.0,1950
CRI,0.08469447681492144,1950
CSK,0.15509953016403855,1950
CUB,1.1130463670586335,1950
CUW,0.0,1950
CYM,0.0,1950
CYP,0.0,1950
CZE,0.0,1950
DEU,2.1117921468092375,1950
DJI,0.4780361156320236,1950
DMA,0.0,1950
DNK,1.5538939598991934,1950
DOM,0.15723763901214705,1950
DZA,0.0,1950
ECU,1.972281399290276,1950
EGY,0.2850590605003986,1950
ERI,0.08526854219948848,1950
ESH,0.0,1950
ESP,0.04014778662791495,1950
EST,0.022099447513812154,1950
ETH,6.750950611503328,1950
FIN,2.4430163680092107,1950
FJI,0.008771929824561403,1950
FLK,0.0,1950
FRA,5.71049293261167,1950
FSM,0.0,1950
GAB,0.0,1950
GBR,3.0446402290595325,1950
GEO,0.25,1950
GGY,0.0,1950
GHA,0.0,1950
GIB,0.0,1950
GIN,0.0,1950
GLP,0.0,1950
GMB,0.0,1950
GNB,0.0,1950
GNQ,0.0,1950
GRC,0.6477112137667996,1950
GRD,0.3333333333333333,1950
GRL,0.0,1950
GTM,0.5384007181370508,1950
GUF,0.0,1950
GUM,0.0,1950
GUY,0.0,1950
HKG,0.40811965811965806,1950
HND,0.0972599355561827,1950
HRV,0.0,1950
HTI,0.12095536524570273,1950
HUN,0.06195019855686403,1950
IDN,0.7234676343009676,1950
IMN,0.0,1950
IND,5.362219099535386,1950
IRL,0.23603750481200403,1950
IRN,1.4782110811659144,1950
IRQ,4.856270614575415,1950
ISL,1.3717336276993775,1950
ISR,0.01282051282051282,1950
ITA,4.472727700256818,1950
JAM,0.0,1950
JEY,0.0,1950
