x,y,z,word,cluster,count
-2.544185,-2.6431346,9.706135,ermine,7,90
-6.421093,5.178108,0.830143,interest,12,94
-4.299922,-0.6545634,-7.281004,iterate,0,832
9.007061,2.3460598,-3.6990185,fop,1,1003
4.8944173,3.4926195,2.2495341,unpeople,4,9
8.435719,2.3841581,-3.1401644,pennant,1,633
5.035028,3.146861,2.6999664,curter,4,6
9.096901,2.839449,-3.8268757,gnu,1,510
-8.015413,-2.7732623,-1.2521353,levering,10,6
-7.9456167,-3.7024112,-2.1720316,preservable,10,21
-4.2258472,-0.44924164,-7.786361,dissimilarity,0,1751
8.557734,2.3614779,-3.0902905,cowl,1,460
6.3533206,4.709426,2.176385,primmer,8,7
5.993502,8.073381,-0.07478428,cockatoo,11,20
1.1144729,-4.7063413,-10.718855,nosed,3,301
-4.409679,-0.49480772,-7.1886187,euclidean,0,348
-2.5865352,-2.8592567,9.918184,phloem,7,22
8.4640045,3.50846,-2.5926514,grog,6,140
-4.187119,-0.38506508,-7.4586506,conditional_probability,0,625
-6.858084,-0.7568679,-7.1363306,deaves,15,49
9.503075,2.0428457,-4.1135874,pun,1,1673
8.616541,2.1506042,-4.1328764,jab,1,792
-8.006172,-2.5147855,-2.2109425,restrengthen,10,15
11.534815,5.0776863,-3.223672,rapprochement,2,257
8.333628,3.0926847,-2.4535458,alias,6,151
-4.2580776,-0.7781625,-7.253832,orthogonality,0,285
-7.8880463,-1.8498135,-2.091309,afforded,10,17
-6.5973377,4.950549,0.5621438,nullification,12,129
-6.4857826,4.8616314,0.77819204,nullifying,12,63
-6.53781,5.1145144,0.86294365,invocation,12,143
-6.8712683,-1.133378,-7.3247437,mickey,15,87
-6.6080556,4.8749056,0.79990864,nullity,12,98
0.8415022,-4.91237,-10.568024,adjutant,3,364
9.790388,2.9965677,-3.6194692,unis,1,572
6.0337405,7.7661743,-0.12101793,gravy,11,31
7.799132,3.432044,-2.4156349,credo,6,292
-6.452941,5.3558474,0.4665122,amnesty,12,3206
8.211355,3.6810312,-2.5202832,stater,6,121
-6.4139132,-1.2313881,-7.459524,sager,15,144
7.5034375,3.2327595,-2.6539855,idol,6,364
6.0160775,7.7373877,-0.6941161,courser,11,90
1.3513656,-4.9377112,-10.799507,mugger,3,81
5.7995715,7.9102,-0.8587837,peafowl,11,156
-3.4350448,-0.17007399,-7.3007555,mincer,0,1726
7.9952025,3.3943672,-2.9885454,cower,6,140
1.2426143,-4.7785773,-11.009276,gymnosperm,3,128
9.330133,2.3756099,-4.098616,cob,1,3017
-6.8940945,-0.7392378,-7.1284003,comprised,15,35
8.295698,1.2724128,-6.8837776,ejector,5,765
9.247131,2.149047,-3.6221929,verity,1,341
8.746948,2.4927568,-3.253607,serif,1,269
-2.4891253,-2.7566583,9.741005,alluring,7,29
9.78496,2.0719748,-4.505659,pkg,1,9598
8.973135,2.8227468,-3.932211,jut,1,903
7.776646,3.2480202,-2.6004748,came,6,247
5.9946733,8.09182,-0.10027599,turtledove,11,31
0.83234787,-4.9712896,-10.458057,lynx,3,472
1.1070247,-4.7580366,-10.784867,lupus,3,358
8.804247,3.2066545,-3.2886543,tore,1,695
1.041182,-5.002574,-10.73625,reptilian,3,309
6.0004077,8.01095,-0.37011766,sibilant,11,34
-4.6093507,-0.8291168,10.394365,epileptic,13,89
8.565212,3.727418,-2.898001,sconces,6,288
6.665646,4.216528,1.4345679,hared,8,34
-8.818571,-2.9742432,-1.6450393,wiliness,10,24
6.6152377,4.9827423,1.9212966,soppy,8,11
1.028779,-4.5288925,-10.7028475,ruddy,3,171
1.2940989,-4.6770287,-10.940634,dragonfly,3,226
4.8616366,3.3993855,2.9066505,sensually,4,6
9.104771,2.9445133,-3.6125531,abbr,1,178
5.188561,8.734966,-0.060216904,walrus,11,22
-6.663397,4.798501,0.8025718,invalidation,12,104
-8.071304,-2.2454717,-2.347776,valuating,10,6
5.24602,3.7951832,2.3429332,reproduced,4,12
-5.8041725,4.5004387,-4.0061173,privater,9,17
9.083555,3.154376,-3.74107,minion,1,339
8.338997,1.3124781,-6.8791175,exactitude,5,120
-6.677072,4.92671,0.567996,condemnation,12,486
9.103678,2.635457,-3.7268028,oaf,1,741
-4.4362826,-1.1048198,10.499496,whoop,13,96
-6.8411646,-1.186719,-7.3145437,leakiness,15,170
8.224958,1.3654208,-6.835636,eject,5,504
1.5351892,-4.98041,-11.152214,soaring,3,55
6.5241475,4.623066,1.7351356,scrota,8,9
7.744702,3.4398327,-2.8982668,tutti,6,337
6.8146024,5.049717,0.8875146,tibiae,8,14
-6.8465176,-0.820292,-7.232826,achene,15,59
8.138966,3.4952822,-2.1405892,erst,6,156
5.6045117,5.250635,1.5910363,dropped,8,50
9.115646,2.1772609,-4.472266,serene,1,736
8.35187,3.3920498,-2.1463888,ducat,6,110
6.4774623,4.71402,1.4303002,runic,8,17
9.228395,2.0461354,-4.003193,gala,1,908
11.467144,4.9867096,-3.123712,sortie,2,351
6.338203,4.934105,1.5026636,tousle,8,12
7.8071,3.3221264,-2.5427687,valet,6,83
11.16337,4.7674465,-3.2409494,protegee,2,116
-6.1627445,4.393423,-4.162881,dynamiter,9,37
11.448723,4.932993,-3.1908345,piste,2,789
-5.841043,4.294647,-3.936201,perdition,9,50
11.510948,5.0074415,-3.2662473,doter,2,389
8.316206,3.6999454,-2.7547174,prig,6,113
8.948486,2.1328611,-4.431619,tali,1,702
8.769836,2.1600385,-3.2597237,men,1,1102
7.6579785,3.970767,-2.3784583,ergo,6,249
8.705067,2.7481613,-4.050212,lbs,1,328
7.843612,3.7073793,-1.9494832,wist,6,139
8.195089,3.3316774,-2.158361,plod,6,165
8.539013,2.7535434,-3.3808112,oho,1,476
7.751371,3.1907377,-2.0828943,poop,6,226
8.294846,3.588623,-1.833348,nuder,6,72
8.4660225,3.3224487,-2.0715392,jive,6,165
7.7764926,3.157137,-2.7888627,rondo,6,169
8.690914,2.5339127,-3.5200694,gut,1,862
7.702288,3.0967436,-2.232195,pomp,6,183
-8.072796,-2.7792215,-0.59643173,outlaid,10,7
-7.9241734,-1.9611573,-2.1278744,wished,10,31
-6.6238446,4.9761057,0.687788,wrangle,12,174
-6.26254,5.296688,0.4090624,offending,12,169
1.1125908,-4.393549,-10.772874,pectoral,3,197
5.7791514,8.697481,-0.5377283,hoofed,11,121
5.6959434,7.8087482,-0.9576645,lipped,11,70
6.043033,8.028876,-0.19693375,peregrines,11,95
1.0256295,-4.523389,-10.704505,cheek,3,321
6.0002303,8.073912,-0.42305803,lovebird,11,61
5.615107,8.315296,-0.3440671,springbok,11,59
-7.5600686,-2.2752588,-1.7430441,exited,10,10
8.624523,2.7788548,-3.4951847,quot,1,166
-4.2947955,-1.1996558,10.273178,dilation,13,76
0.6918521,-5.0375776,-10.503123,keel,3,494
9.136486,2.61476,-4.215851,fum,1,864
8.645039,2.7080097,-3.6029913,punt,1,224
8.388905,1.3079095,-6.7601566,padre,5,780
-4.445258,-1.929281,10.21537,irritable,14,55
1.4007154,-4.559825,-10.973602,scorpion,3,208
-7.7984324,-2.5252306,-0.67712116,nonexchangeable,10,5
5.8720365,7.880163,-0.82983637,goldfinch,11,124
7.944635,3.6890821,-3.201995,osier,6,159
9.618685,2.426715,-3.8808026,elected,1,718
6.84977,4.5916615,1.5349708,defied,8,20
8.530945,2.5112624,-3.3651361,rune,1,252
5.5251174,3.7381668,2.7075634,schus,4,21
8.296366,2.9972868,-2.2400594,loner,6,271
9.541159,2.8195896,-3.7844143,utilized,1,353
-7.5878105,-2.150406,-1.891268,enveloper,10,9
5.211695,3.7774296,2.726666,soporific,4,8
1.0353293,-4.532594,-10.697996,pock,3,144
8.358294,3.0058098,-3.0919905,pron,6,457
8.408966,2.956974,-2.982462,dint,6,319
8.300951,3.4074373,-2.7971354,baste,6,160
0.7131753,-4.867581,-10.462233,whip,3,441
9.281088,2.2358532,-4.140606,bast,1,588
8.978897,2.5213933,-3.762269,teem,1,639
-8.228096,-3.3522897,-1.8755133,conceded,10,22
8.724871,2.4316301,-3.0746543,firth,1,313
1.1141324,-4.792137,-10.72943,eared,3,399
8.101845,1.3459172,-6.9683075,amigo,5,328
9.085907,1.650023,-3.8036528,wile,1,467
-4.5557947,-1.5226867,10.8647785,tuberculin,14,72
8.659317,2.7991815,-4.2191396,gilt,1,570
-4.754111,-0.7196994,10.397854,carcinoma,13,291
8.381357,1.5317249,-6.9083624,sportive,5,460
-5.8757944,4.170826,-3.902041,conjugation,9,48
8.546564,3.1217804,-3.186633,abase,6,262
-4.4437327,-1.3323896,10.746302,deciliter,13,144
8.645512,3.7060776,-3.0611024,subj,6,317
-4.466604,-1.0482278,10.265366,wheeze,13,98
1.3482594,-4.32024,-10.674515,iguana,3,130
8.435011,3.000598,-3.174576,mks,6,221
7.8788753,3.7353344,-2.294366,shh,6,147
-3.8929534,-0.39373398,-7.5769978,odd_ratio,0,2128
-4.2106743,-0.81749964,-7.1564837,retest,0,439
5.3223643,2.9153633,2.8871431,holdall,4,9
-4.2565756,-0.7163906,-7.319335,eigenvalue,0,576
8.813702,2.9136906,-3.2909813,balm,1,197
-6.3938584,5.2045135,0.40262747,counterclaim,12,184
8.294292,2.5937319,-3.2927446,clii,1,511
8.394556,2.9408016,-3.097988,hid,6,376
-6.6554976,4.856866,0.75031424,contesting,12,87
8.455296,1.3490806,-6.764088,solaria,5,701
-6.83577,5.048621,0.5104494,legalized,12,195
8.566738,2.2567682,-3.208273,prose,1,469
-7.799778,-2.838248,-0.9480777,niggardly,10,12
-4.6645193,-2.453986,10.733608,tranquillizer,14,11
7.5508237,3.012992,-2.8043418,atone,6,141
8.557621,2.5809073,-3.5134935,sax,1,464
-4.225039,-0.82127476,-7.1138887,bootstrapping,0,457
8.016586,3.5611515,-2.4250567,igloo,6,66
9.220741,2.6939077,-3.7534485,crud,1,477
-4.593919,-0.7146177,10.39048,dermatological,13,109
6.436731,4.5857487,1.1485596,nougat,8,31
1.4733529,-4.9743342,-11.089949,porpoise,3,66
7.979279,1.4785686,-6.73369,bodega,5,139
8.901016,2.390325,-3.9580455,sumo,1,201
-7.827908,-2.8858204,-0.86554193,patricide,10,5
-4.4777846,-0.84374285,10.712532,sonogram,13,37
-4.5621667,-1.3085325,10.637022,esophageal,13,211
6.024176,8.22473,-0.6982937,nonmigratory,11,13
5.4955487,3.480011,2.9431796,gnomic,4,12
-8.039499,-2.5135255,-1.567657,horrendously,10,8
8.595299,3.5870123,-3.0992136,anoint,6,141
-7.9948893,-3.391985,-1.942683,insanely,10,5
0.97776985,-4.802481,-10.597946,vole,3,577
8.032341,1.6097693,-6.7672606,regal,5,221
-4.2426805,-0.32091093,-7.3827224,multiplying,0,548
-4.125046,-1.0127602,10.81745,bedside,13,125
-6.168458,4.5162277,-4.2128897,viewfinder,9,6
5.088591,2.759801,2.3456502,dubbing,4,21
6.3783774,4.75935,1.7937098,aping,8,11
-2.184918,-3.1909552,9.609718,weedkiller,7,40
1.1175003,-4.6991997,-10.794543,weasel,3,243
8.205666,3.4769545,-1.9858215,carried,6,146
1.1352282,-4.59947,-10.755365,alligator,3,263
-4.266158,-1.3503149,10.8797455,medicated,13,46
8.411661,3.5402584,-2.7087142,transl,6,106
6.7280345,4.741929,2.0793815,achier,8,19
-6.3383756,-1.0418482,-7.3398705,juicy,15,85
7.0052857,4.3521976,1.8386345,due,8,13
-6.655464,4.898652,0.556695,inviolability,12,116
8.281721,2.516983,-3.3690171,clot,1,563
4.9120317,3.369464,2.6162891,weeny,4,44
4.8716073,3.2418175,2.9194398,pixie,4,8
8.138462,3.6680183,-2.5014033,uric,6,177
8.1595955,3.5085697,-1.9163487,thud,6,175
-4.0625277,-1.3405943,10.472157,tonsil,13,51
-6.333564,-0.9730325,-7.341298,get,15,76
6.344705,4.986511,2.1491785,anted,8,10
-7.4080553,-2.9489844,-2.4505444,nitroglycerin,10,12
5.743303,7.6473913,-0.8104458,speckle,11,126
-4.703292,-1.2624993,10.695372,pharyngitis,13,58
5.540731,3.5883198,2.4508114,drear,4,20
-4.3953977,-1.275676,10.409115,rectum,13,110
-6.4533386,5.294379,0.7965832,restorative,12,858
-6.828775,-0.74811554,-7.151677,hammed,15,36
8.58263,2.882659,-3.1456366,limp,1,246
7.6497464,2.9005356,-2.7761495,vase,6,216
-7.2294717,-2.6793756,-2.5471015,rerecord,10,6
8.694838,3.484249,-2.9537585,tux,6,203
8.318888,3.4166918,-2.7385178,shod,6,179
-8.693436,-3.011599,-1.5723124,deciding,10,39
-7.4145174,-2.4124966,-2.4346223,redetermine,10,26
8.284441,3.4486723,-2.0740843,trow,6,124
7.1711926,4.6515913,1.6175237,puck,8,44
-6.482849,4.734688,0.71995735,grandfathering,12,85
8.289543,1.3798876,-6.8983545,taller,5,294
7.0669456,4.7007303,1.3066368,pluming,8,42
6.7170243,4.711173,1.7024317,vised,8,31
9.186766,2.6166048,-3.6260672,coon,1,651
8.262135,3.4490108,-1.8891537,sedation,6,75
6.4571614,4.4787884,1.6140327,lusty,8,27
7.958488,3.6967173,-3.1489913,reverie,6,86
-7.2401104,-2.5115335,-2.340458,guarantying,10,5
-6.4737697,-0.93214035,-7.327939,vitae,15,339
5.530851,3.6493711,2.800552,odds,4,13
-8.073611,-3.52127,-1.948412,cashed,10,24
5.194885,8.399706,-0.3999648,omnivore,11,55
8.875059,2.5487442,-4.1275473,jot,1,582
8.48,3.234745,-2.0161703,satiation,6,88
6.2921386,4.80836,1.0682149,eructation,8,14
6.236936,4.820156,1.9589634,lubing,8,6
-6.850752,-1.1932678,-7.352103,amnesia,15,84
5.6313434,3.0134115,2.6671305,dirndl,4,5
8.426262,3.8955336,-2.6048985,clvi,6,190
5.078735,3.3500433,2.4690118,undercoated,4,78
5.8317485,7.9163456,-0.85363436,polecat,11,145
1.3149166,-4.345645,-10.87048,bordello,3,53
1.3522272,-4.539365,-10.929053,millipede,3,98
-2.691258,-2.81179,9.974812,lacewing,7,79
5.5290236,7.785116,-0.2788725,damsel,11,41
7.5431085,3.1363459,-2.7627997,treed,6,193
-4.643847,-1.0769463,10.587423,urogenital,13,113
1.2711601,-4.739014,-10.956677,arachnid,3,121
5.4675765,8.138162,-0.5246997,centipede,11,79
6.0907845,7.6451454,-0.011841297,garter,11,39
5.9019723,7.5448494,-0.17575693,spitting,11,41
6.19192,7.6097937,-0.64263535,puff,11,278
0.8689599,-5.0838375,-10.365465,chameleon,3,317
1.491477,-4.77406,-10.989758,roosting,3,73
6.1579957,8.000216,-0.22946405,lappet,11,46
1.2704396,-4.3524632,-10.76022,feline,3,89
5.7111955,8.138153,0.2525277,birder,11,12
-6.3621683,-1.1473908,-7.395008,sonny,15,79
6.236958,5.2335787,1.6368456,peke,8,27
1.3460054,-4.438221,-10.908398,mantis,3,130
6.084392,4.983639,1.6837811,wimpy,8,21
-7.0537634,-2.835087,-2.456376,palaeontologist,10,36
5.6398387,3.1797352,2.6411786,fencer,4,19
1.0086827,-4.7521105,-10.454407,beak,3,434
5.76078,7.862566,-0.9445529,spotted,11,100
6.112558,7.714241,-0.042040348,writhe,11,21
-2.4637587,-2.7503529,9.754501,squamous,7,183
5.7259297,7.6985655,-0.9287348,scaly,11,121
5.795737,8.050956,-0.7075305,fronted,11,36
5.953667,8.105175,-0.22082853,pouched,11,32
5.808557,7.7051744,-0.8642211,ashy,11,119
5.855888,7.9794216,-0.6262789,dormouse,11,84
0.8329401,-5.0825562,-10.354044,musk,3,656
1.3008828,-4.8907704,-10.898347,hedgehog,3,399
-2.777624,-2.8405297,10.094631,crinkle,7,21
6.0043836,8.201148,-0.064808846,grizzle,11,39
5.177859,8.497728,0.012637615,cowherd,11,31
9.058331,2.5658484,-3.8201146,tonal,1,1337
-6.5611906,-1.3722641,-7.4130473,strobe,15,209
1.1089706,-4.4500213,-10.750372,mallard,3,183
5.895187,8.13971,-0.14484787,wigeon,11,57
1.0630035,-4.443328,-10.716812,magpie,3,366
8.154314,3.5501442,-3.1911144,privet,6,345
5.694798,7.7917805,0.010971069,lamplight,11,28
5.5912347,8.112184,-0.64132357,hamster,11,123
-2.601098,-2.8697593,9.938616,invading,7,27
-7.732414,-3.1244228,-2.3059564,defected,10,13
-8.063923,-3.1102185,-0.9249606,overlong,10,36
6.0565267,8.024078,-0.08329439,whooper,11,42
-2.6812906,-2.8668666,9.964079,exudation,7,34
1.3089952,-4.709274,-10.950855,insectivorous,3,100
5.6076074,8.242151,0.20640898,gibbous,11,15
5.8514075,7.644149,-0.44589996,warty,11,59
1.2769508,-4.341117,-10.747915,catalpa,3,123
5.9626336,8.036316,-0.16050386,nuthatch,11,87
1.495379,-4.240057,-10.752159,blackbird,3,151
6.019544,7.9513416,-0.23640347,jackdaw,11,39
6.022144,8.039212,-0.34387684,chaffinch,11,62
5.9091506,7.9818163,-0.28370714,celebs,11,81
5.959864,8.143151,-0.032036304,bullfinch,11,21
1.1105628,-4.3103614,-10.706625,bunt,3,350
1.21766,-4.308611,-10.787355,bunting,3,269
1.5292153,-4.979482,-11.14856,hovering,3,42
5.257439,8.748989,-0.15007973,barbell,11,94
1.2990446,-4.957814,-10.907694,grebe,3,340
-4.4636164,-1.6927435,10.257605,neurosis,14,31
7.94762,3.682292,-3.1521344,caver,6,82
5.9658856,7.967167,-0.55956745,tessellate,11,105
-2.381011,-2.9518933,9.734018,rotting,7,42
5.892464,7.7787304,0.028316975,nutcracker,11,16
-7.4519343,-2.1631646,-1.9523945,considerateness,10,8
-7.125875,-2.959438,-2.1208725,hospitalizing,10,7
-7.0987053,-2.3459537,-2.3206806,straightway,10,37
5.766585,3.6311693,2.5866504,tinting,4,16
-8.100153,-3.246754,-1.7733488,rechecked,10,6
6.7594934,4.736882,0.87445784,aiding,8,49
-6.797402,4.959837,0.51511955,ascertainment,12,240
-8.469542,-2.7469146,-0.83705854,acquirable,10,13
-8.359079,-2.6400611,-0.52960825,disadvantageously,10,17
-4.845487,-0.94157505,10.639885,genitourinary,13,129
5.984409,5.1281147,1.7320504,weest,8,16
8.869818,1.7554917,-3.756807,haft,1,184
-6.38829,-0.9405489,-7.3510866,shinny,15,32
-8.298875,-3.1720717,-0.95399284,syndicating,10,9
-4.2026653,-0.75712585,-7.1153946,permutation,0,627
-4.4722643,-1.0675974,10.531254,harp,13,380
8.335192,3.1897955,-2.8565145,tiff,6,426
8.834368,2.7400985,-3.599682,toot,1,2083
-7.8839173,-3.2285566,-2.0183208,consigned,10,17
-6.86624,-1.1446872,-7.3109016,vaquero,15,106
7.81922,3.0851526,-2.3831325,whore,6,172
8.407152,3.6942568,-2.908618,prier,6,236
8.565582,1.2541175,-6.734092,hora,5,937
8.062738,1.4633784,-6.956446,hombre,5,491
-4.099341,-0.6829715,-6.77094,factorial,0,271
6.285769,4.6768007,2.266037,rasher,8,13
-5.8963385,4.3540487,-3.979642,ecru,9,105
-6.8256197,-1.255477,-7.366072,cedilla,15,89
-2.685945,-2.8414626,9.941139,inoculated,7,25
-7.8338814,-3.0679443,-1.9815094,telephoning,10,7
1.0312123,-4.5749683,-10.435329,ajar,3,240
-6.0914044,4.2953854,-4.056616,reneger,9,35
-6.2958736,5.040761,0.9719472,incitement,12,122
-6.4487114,-1.2528253,-7.4856772,steed,15,166
8.639233,1.2214994,-6.5004253,capo,5,442
-6.214187,5.095416,0.75673294,culpability,12,110
1.292181,-4.4961405,-10.3059845,oblong,3,172
-7.2779665,-1.8742633,-1.9830718,pilled,10,6
6.0854545,5.1662474,1.804357,gnash,8,8
5.9229856,3.4927988,2.3871565,minuet,4,27
-6.3928146,-1.1695428,-7.462453,gorse,15,113
8.477896,2.5229387,-3.3781888,vim,1,795
-4.212708,-0.9084892,-7.065228,dickey,0,492
-4.1718764,-0.9262643,-7.008431,non_stationary,0,518
-6.070456,4.991543,0.96756077,enlistment,12,299
-7.836466,-2.3015983,-2.2325997,purposing,10,5
8.22794,3.005991,-2.8361723,maul,6,205
-4.309544,-1.6832511,10.580105,pelvis,14,35
-4.3896546,-1.8490968,10.750616,femur,14,23
-6.45601,4.0585203,-4.185685,premonitory,9,12
-6.1390314,4.327445,-4.1236763,conformer,9,42
-4.8060536,-1.5593214,10.9221115,transfuse,14,65
-5.965163,4.245734,-3.9897966,quantifier,9,62
-7.1544147,-2.227624,-2.2172222,guarantied,10,5
-7.186847,-1.7603433,-1.7850528,masseuse,10,13
5.1245875,8.758425,-0.18489647,halibut,11,91
10.830523,4.7865324,-3.1266448,eradicator,2,32
8.43247,1.4284143,-6.781732,mesas,5,588
-6.2983675,4.3589745,-4.225491,similitude,9,20
7.740111,3.386551,-3.0379345,pitta,6,161
-4.8068027,-1.5612853,10.914806,transfused,14,34
5.447271,8.339649,-0.09210253,trotter,11,61
5.7302413,4.73656,1.6768489,enrolled,8,20
5.6937203,5.1542587,1.4048185,kabob,8,9
-6.8765407,-1.0758119,-7.286819,mounded,15,73
-7.789228,-2.506934,-0.41089392,breadline,10,9
5.6364617,7.780442,0.2999978,chickadee,11,7
5.5831447,2.957983,2.655727,raiment,4,16
5.679994,5.2139244,1.4401641,ide,8,13
-2.7232306,-2.8977706,9.991367,solidus,7,16
8.10763,1.4776654,-6.8499646,lido,5,315
8.533379,2.8293447,-3.4570456,crone,1,158
-4.4759007,-1.2236667,10.405859,trachea,13,138
5.5602555,2.916482,2.9452453,pursing,4,11
-6.3377457,5.1614857,0.9085393,retributive,12,102
-8.077679,-2.418114,-2.2092347,baksheesh,10,21
8.2158375,3.4202642,-2.6722987,accost,6,159
8.055647,3.229329,-2.747614,dded,6,106
8.633503,2.369732,-3.0072505,wand,1,414
5.0270114,3.053255,2.8614416,landaus,4,7
8.118898,3.583229,-3.203332,chino,6,196
-4.754796,-0.68556356,10.376247,lymphoma,13,106
11.447905,4.9150753,-3.3933434,tableaux,2,405
-6.3908477,4.1996336,-4.205217,quittance,9,20
8.452482,2.354076,-3.9176064,fright,1,154
1.0917349,-4.532067,-10.749508,myna,3,470
8.585449,3.0508108,-3.1997385,withe,1,128
5.990066,3.2875624,2.4392142,stiletto,4,5
-6.896346,-0.7948632,-7.1202736,welter,15,151
-6.914765,-0.70534325,-7.0928893,shiatsu,15,22
-7.8071537,-2.77041,-2.6281164,duple,10,8
8.403881,3.3540688,-2.2270408,inc,6,60
8.638676,3.5374813,-2.9155676,taus,6,235
0.9885664,-4.3832893,-10.527729,thigh,3,188
8.936867,2.6439705,-4.1547174,amour,1,257
8.259987,3.2471485,-2.5006094,mulatto,6,270
-8.629743,-3.0840843,-1.8810186,outputting,10,19
7.722154,3.7330055,-2.163409,ursine,6,44
-2.6170492,-2.8621094,9.971205,misshapen,7,15
0.6369958,-4.654504,-10.51223,motley,3,109
5.595569,3.706687,2.8189344,concision,4,63
6.447333,4.8898754,2.0655441,doled,8,9
-7.748534,-2.1416764,-2.3979719,biyearly,10,13
8.254135,3.498273,-1.935288,doth,6,133
5.696549,8.470713,0.13276672,dustier,11,6
6.5706306,5.071763,1.8040209,dogie,8,93
-5.8099837,4.2683506,-3.9314547,ennui,9,35
-7.9528093,-3.6345458,-2.054695,indistinguishably,10,20
-5.9466124,5.0838776,0.39072657,untrue,12,270
-6.8645678,-0.71306133,-7.05619,doctoring,15,54
8.3352585,3.2875834,-2.8370144,fain,6,244
-4.6939373,-1.8973548,11.01531,sedative,14,68
-8.183758,-2.4797735,-2.2226858,prorating,10,21
-4.6018476,-1.277564,10.591412,pharyngeal,13,141
-8.498694,-3.1997664,-1.8555915,exchanged,10,10
-8.164801,-2.4054496,-0.7068505,flextime,10,30
-6.0905447,4.4702196,-4.154159,reveler,9,23
6.4770637,4.6923637,1.7768025,starlit,8,7
5.9774203,8.123321,-0.67956114,corncrake,11,76
1.0796943,-4.4363813,-10.714856,ruff,3,156
1.5297136,-4.8919683,-11.128967,songbird,3,70
1.5102243,-4.863925,-11.063776,rookery,3,48
-8.399604,-3.330945,-1.4440594,unattributed,10,44
5.7238536,7.9598837,-0.2167654,copperhead,11,19
5.845205,7.8325205,-0.81470203,lapwing,11,205
1.1792927,-4.3320947,-10.549676,crimson,3,100
5.6231046,7.628113,0.3138709,linnet,11,47
1.3859649,-4.9177456,-10.889861,tartaric,3,87
7.7912297,3.3642712,-2.5484068,aorta,6,104
-5.78568,4.259774,-3.9192753,direr,9,57
-6.8635683,-0.64513016,-7.087284,swisher,15,28
5.91172,5.0743675,1.8615999,groper,8,11
8.246025,3.2841873,-2.663056,gout,6,137
5.261622,3.8659372,2.5760288,glottal,4,33
-7.941614,-3.2746682,-1.9187341,scammed,10,5
8.240568,3.447421,-2.0636647,weer,6,73
-7.160183,-2.2203128,-2.1485686,tarmacking,10,6
5.5056443,3.6737175,2.6127472,boffin,4,12
8.983797,2.250074,-4.02785,dacha,1,372
-4.6738234,-2.293495,10.427805,giddiness,14,16
0.8922291,-5.0673375,-10.40128,lamprey,3,219
-8.327652,-2.7000368,-0.65281296,nontenured,10,8
8.045,0.876637,-6.766241,edification,5,195
1.3352318,-4.2317433,-10.780481,vagrant,3,179
5.509214,3.1242075,2.8691368,fogy,4,9
-5.071918,-1.8022201,10.48398,menopausal,14,47
-4.6014977,-0.8891468,10.386711,hypothermia,13,54
-4.7217183,-0.6607561,10.444412,osteoporosis,13,110
-8.1833105,-2.4771657,-0.8123951,workingwoman,10,9
-4.3921266,-1.089026,10.191479,suppressed,13,96
-7.484723,-2.6280322,-1.7560408,reexplain,10,5
7.9122577,3.0541792,-2.608176,astral,6,140
6.0823255,8.002623,-0.21880531,helmeted,11,57
1.3003311,-4.5756207,-10.959643,scarlet,3,177
6.029159,8.022676,-0.16113234,chested,11,62
8.508959,3.2587051,-2.2646174,rube,6,218
-4.6716037,-1.4306259,10.704124,tonsillitis,13,58
8.624922,1.0999641,-6.8301744,medico,5,690
8.352909,3.486246,-2.7216594,pix,6,186
6.556001,4.0876207,1.567131,catcall,8,18
5.3255305,8.413471,-0.30164242,opossum,11,25
7.856116,3.5152836,-2.2926528,atilt,6,164
5.3800197,8.656443,-0.13083506,sailfish,11,36
-2.58913,-2.8583546,9.90456,detox,7,25
-4.069411,-1.1062884,10.252312,botulism,13,74
-7.97711,-2.5876691,-1.7598577,rectifiable,10,30
-2.1869226,-3.1443703,9.582428,fungicidal,7,77
-4.224843,-0.9488759,10.777651,yank,13,62
-6.3307905,-1.1664777,-7.4579782,stolon,15,155
-4.6082807,-0.7118292,10.337673,abscess,13,119
-7.5599375,-2.043841,-2.3953805,triangulating,10,16
8.285204,3.2082787,-2.3907428,hast,6,188
7.694513,3.1254349,-2.8114853,kook,6,191
5.779817,8.645186,-0.46101856,cloven,11,72
8.78241,2.628183,-4.115375,coda,1,455
-8.012161,-3.3428094,-1.7520494,penurious,10,9
5.468987,8.614421,0.10122728,gravid,11,37
0.9981594,-4.2750297,-10.457703,skate,3,130
-2.6144276,-2.871171,9.984762,windburn,7,40
-2.637778,-2.8734505,9.996227,lacerated,7,41
8.168152,3.293312,-2.5634031,hath,6,150
5.5514817,3.9325037,2.6715097,eluding,4,13
8.696617,2.8458786,-3.1946056,lout,1,322
5.084808,8.561518,-0.15188837,nourishing,11,52
-4.5500917,-2.4689598,10.521574,tachycardia,14,11
8.424395,2.3845148,-3.765314,tussle,1,116
6.3335996,5.459978,1.6076298,deployed,8,28
6.9557242,4.4388733,1.1542373,rusher,8,20
8.341681,3.613881,-2.663671,epee,6,172
-5.415562,4.6520643,-3.8306215,contemporaneity,9,70
5.6163125,8.462924,-0.10218525,bulldog,11,40
9.089573,2.8371763,-3.8511581,flan,1,329
-6.0091696,5.2573824,0.790257,grievous,12,162
8.212547,3.6413631,-2.5047538,recce,6,101
5.7998834,5.039686,1.2250609,doted,8,40
7.9574695,3.802702,-2.0003896,geld,6,105
6.935286,4.6784363,1.5184221,wetly,8,21
