x,y,z,word,cluster,count
-3.9371727,-0.22306871,-7.898123,denote,0,30438
-3.72117,-0.5392232,-6.7935615,prediction,0,32025
9.894154,2.6213593,-4.1870737,sup,1,37009
9.809467,2.532011,-4.3535204,cal,1,35662
-3.7288802,-0.32865286,-7.5553427,robust,0,92113
-3.8237715,-0.31694555,-7.8048778,error,0,134864
-3.7875714,-0.3447199,-7.546501,linear_regression,0,2707
-3.9249525,-0.11853504,-7.906031,logarithm,0,4716
-3.7763205,-0.3302679,-7.912794,dummy_variable,0,19937
-3.6645923,-0.22864056,-7.980859,coefficient,0,114863
-3.5439367,-0.203341,-7.41895,estimation,0,101411
-3.6610842,-0.21192789,-8.01255,lag,0,90341
-3.827129,-0.45778704,-6.942935,ordinal,0,1633
-3.63384,-0.43995523,-7.740695,omit,0,20259
-3.3700852,-0.18294096,-7.3012114,endogenous,0,16795
-3.8085892,-0.3807006,-7.9802656,dummy,0,50804
-3.7288103,-0.33093834,-7.808817,explanatory,0,23319
-3.494452,-0.19018984,-7.434378,equation,0,87233
-3.8108363,-0.24672842,-7.907881,absolute_value,0,6126
9.536961,1.6445227,-4.617633,sen,1,16058
-3.9243336,-0.5559449,-7.9681745,pseudo,0,5010
11.517761,4.926511,-3.4545834,est,2,62036
-3.8841941,-0.23228836,-7.923794,parenthesis,0,33136
9.401749,1.6113615,-4.538553,ext,1,14841
-3.781157,-0.36239958,-7.5118904,instrumental,0,28488
8.924685,2.642706,-3.2933412,ill,1,60989
11.759714,5.1439,-3.452793,formation,2,96067
11.367739,4.8804064,-3.3723712,suite,2,8512
8.69276,1.2673564,-6.5980062,mayo,5,3102
8.544535,1.1606116,-6.822218,primer,5,5746
8.501984,1.2551498,-6.725346,largo,5,1980
8.706842,1.9351859,-3.492559,bock,1,394
9.777098,2.584529,-3.843792,era,1,32589
11.574507,5.091036,-3.2751698,informative,2,8615
11.546188,5.024724,-3.2625523,reunion,2,1604
11.413557,4.91838,-3.320856,tout,2,4002
9.133966,2.502756,-3.821436,fad,1,3715
9.312292,2.6516576,-4.0913925,tic,1,21288
11.710419,5.1088324,-3.4371634,pour,2,72352
0.9903741,-4.5861373,-10.531971,hare,3,2866
-4.1162767,-0.45451975,-7.893692,normalize,0,12354
8.866705,2.2151008,-3.520166,sit,1,56880
-4.1733866,-0.50598526,-7.781972,decimal,0,6725
8.748388,2.1061506,-3.5964499,omega,1,591
8.159349,3.2978725,-3.027802,elem,6,729
8.422657,1.3321815,-6.8179674,embargo,5,4586
8.518595,1.1851068,-6.842695,meta,5,7121
8.596289,2.176869,-3.9945936,tutu,1,447
9.525885,2.7210588,-3.7496085,sat,1,2453
9.858879,2.7069883,-3.8699665,dire,1,10092
9.365854,2.7474208,-4.3010855,vet,1,13406
11.685125,5.122155,-3.4034371,rapport,2,17204
11.740299,5.099325,-3.4781451,commissariat,2,1469
11.675941,5.129696,-3.4138556,cadre,2,34281
11.265463,4.6732187,-3.4465566,vie,2,6719
11.586588,5.0549345,-3.2981536,physique,2,1162
9.031094,2.1088924,-3.3498292,noun,1,678
9.333506,2.183169,-3.8176255,chat,1,3944
9.951263,2.4430122,-4.6442137,tech,1,61762
9.500128,2.2698913,-3.536963,tie,1,105367
9.587002,2.773944,-4.3899064,sch,1,11411
11.70928,5.0963564,-3.4666152,recherche,2,10530
11.637062,5.133623,-3.4259095,genie,2,2213
11.694262,5.0894384,-3.4410822,administrate,2,2751
9.527914,2.1182208,-4.47865,mot,1,21166
9.638031,2.9935465,-3.9243703,cap,1,90874
11.6863575,5.117135,-3.4111428,revue,2,2485
9.404938,2.8482513,-4.2395215,eta,1,4683
9.625643,2.5490913,-4.703297,mew,1,4596
-6.9151983,-1.18576,-7.3391747,stamina,15,280
8.564413,1.1637254,-6.8066764,educative,5,2286
-3.8450856,-0.61628485,-7.243309,score,0,359506
8.619463,1.3771696,-6.425052,pal,5,13824
-3.968484,-0.48965788,-7.192419,residual,0,64419
9.499962,2.2474732,-4.421009,rad,1,4120
8.486586,3.221469,-2.1334085,quint,6,252
-6.2600346,5.164611,0.6991019,felony,12,244
-3.754754,-0.5676756,-6.8566647,measurement,0,145229
9.4508915,2.7753606,-4.398139,app,1,20946
9.325497,2.1764865,-3.6814692,lire,1,797
9.069019,2.4637733,-3.9206405,tom,1,19831
11.330887,4.956809,-3.2573771,fiche,2,708
9.699604,2.7436209,-3.6610045,leg,1,10850
-3.758644,-0.54692554,-7.210312,scoring,0,20684
-3.9796457,-0.46900797,-8.115838,percentile,0,44571
8.610765,1.136837,-6.853859,mica,5,5598
9.458254,2.1599317,-4.0501957,inn,1,5763
11.163437,5.008952,-3.5279112,valuer,2,12514
9.910929,2.4886093,-4.42212,cot,1,10296
-4.30596,-0.11035347,-7.545683,inversely,0,2973
9.582155,1.9812098,-4.128842,pvt,1,17633
-4.1616163,-0.403831,-7.869707,composite,0,18770
11.692766,5.1657257,-3.3677335,pas,2,32842
6.592233,4.1405363,1.413424,tither,8,56
9.291777,2.3961086,-4.3097925,foo,1,3977
-4.33743,-0.6310463,-7.336383,rewrite,0,2292
9.578192,2.2271461,-4.3846226,ion,1,58825
9.539146,2.378302,-3.7939212,till,1,26388
9.673849,2.7664413,-4.045735,icy,1,6118
9.209669,2.1595874,-4.100786,aha,1,1001
5.7101426,3.314065,2.3935084,locution,4,37
9.915115,2.3986502,-4.4143996,grand,1,39767
0.73982286,-5.0861897,-10.368574,heron,3,1844
9.334951,1.7677112,-4.018442,ilium,1,868
9.823513,2.6571064,-4.2216563,fem,1,2594
11.54917,4.852703,-3.5359507,augmentation,2,13359
9.860632,2.5734487,-4.53725,exp,1,25826
9.642902,2.608183,-3.6159592,tear,1,8707
6.349012,5.433795,1.4365826,vicar,8,62
9.394665,2.2251658,-3.550758,hove,1,598
8.651817,1.2628188,-6.6472487,pueblo,5,2608
9.457529,2.302681,-3.8008661,bit,1,21208
-4.355187,-0.72571373,-7.2613435,sake,0,6484
8.625277,2.4374247,-3.67481,ceca,1,296
7.7615695,3.7338,-1.9155824,caudal,6,170
0.89015627,-4.5281415,-10.590069,peregrine,3,281
9.626207,1.4976497,-4.1887627,den,1,14873
-6.3920918,-1.2704012,-7.4878817,cravat,15,116
8.70756,1.2846236,-6.562137,alto,5,10945
8.63348,1.2370005,-6.673813,pimiento,5,588
8.458851,1.279912,-6.8320336,ostensible,5,1657
8.621752,1.1307878,-6.7961016,sanitarian,5,2458
-3.76493,-0.10552454,-7.2964087,discrete,0,11967
9.950962,2.6280866,-3.7734447,spa,1,14384
1.1877079,-4.748404,-10.871756,footed,3,210
9.635429,2.0209994,-3.9612856,tee,1,10835
11.529825,5.0029106,-3.3731241,par,2,112260
9.236357,2.7686229,-4.2131286,dome,1,7322
9.88225,1.8702197,-4.045431,nay,1,6145
9.865166,2.9299746,-3.8166232,ell,1,6043
-4.219463,-0.5065079,-7.506409,fractional,0,887
9.541077,2.5378408,-4.2548113,ital,1,4077
8.533701,3.2069817,-2.1434839,mananas,6,434
9.293158,1.9321756,-4.304273,anal,1,6158
9.723478,2.454307,-4.3755684,cat,1,40653
9.122618,2.913826,-3.7581644,fable,1,607
8.356064,1.3550339,-6.866544,mediate,5,11423
9.440704,2.2587423,-4.160191,ear,1,19370
9.241543,2.2566543,-4.1793685,ale,1,6938
8.962669,2.4277973,-3.9843416,hay,1,9993
9.663145,2.6974177,-3.8232968,tine,1,3882
8.718428,2.207261,-4.1603923,dart,1,7155
9.330431,2.3441443,-3.5173836,lover,1,1778
8.697834,2.1335468,-4.2177167,tar,1,15816
8.819811,2.3641062,-4.112488,comet,1,269
8.951475,2.5370927,-3.8878841,oat,1,11146
9.314795,2.391395,-4.1158624,ilk,1,1254
9.82712,2.5535398,-4.3340616,ate,1,5535
9.086206,1.881259,-4.385862,pen,1,19615
9.47987,2.2137341,-4.0343294,hat,1,12054
9.756733,2.592844,-4.0685463,fer,1,18791
11.757166,5.1046743,-3.4872532,fond,2,16093
9.141212,3.0492554,-3.6607919,lone,1,2427
8.529089,2.2044277,-3.2681637,lame,1,563
9.425739,1.8632517,-4.0957403,rut,1,2932
9.908388,2.610045,-3.8214698,nary,1,1761
7.791476,3.2948875,-2.5579298,pew,6,2192
9.892746,2.2425318,-4.3998346,mat,1,25986
9.937719,2.3473878,-4.47875,subtotal,1,75307
9.401682,2.2590146,-4.293997,fro,1,8715
-7.6621466,-2.080209,-2.6139276,curating,10,10
9.367811,1.9245405,-4.098861,rid,1,9827
8.9687,1.773468,-4.418271,tent,1,9506
9.462204,3.194025,-3.634138,annul,1,2130
10.062826,2.3081918,-4.517025,coat,1,13600
8.86042,3.0366154,-3.1513839,doily,1,125
11.7908325,5.20376,-3.4830632,outre,2,1466
11.721977,5.0372887,-3.5089726,coop,2,10836
9.821711,1.767981,-4.23808,kin,1,8433
9.408108,2.8960142,-3.9612594,fore,1,17650
9.62047,2.2078686,-4.0559177,til,1,9165
8.126055,1.4451413,-6.84967,burro,5,291
8.461004,1.2663746,-6.8495607,dado,5,2657
9.80418,2.282199,-4.375419,loo,1,10979
7.712398,3.90444,-2.1163292,ulnae,6,93
9.598417,2.1786108,-4.3616304,wok,1,1239
8.89027,2.631678,-3.243103,vac,1,2752
9.557577,2.088047,-4.506978,cor,1,18738
9.497652,2.2756104,-3.8314624,ting,1,2773
9.425415,2.2101684,-3.9481063,nee,1,2542
9.793741,2.5205526,-4.435778,tot,1,28833
5.465676,3.7906017,2.695984,totting,4,6
9.561016,2.410779,-4.3078165,tit,1,6285
9.742886,2.044527,-4.532264,acct,1,4105
9.401264,2.2370915,-4.271943,coo,1,7054
9.440176,2.325581,-3.8977053,lull,1,1695
9.413692,2.2199364,-4.2994003,goo,1,5225
9.848238,2.0315418,-4.0935173,contd,1,4093
9.8751545,2.173324,-4.3376474,din,1,20407
8.083094,3.5187645,-1.9136472,flog,6,127
9.7747135,2.3116474,-4.138328,ding,1,2400
9.833561,2.553473,-3.7586446,oration,1,927
8.506317,2.6612988,-3.5039835,sheen,1,260
9.473196,2.6819916,-4.222858,ult,1,2333
9.338083,2.6456227,-4.644323,cert,1,2469
9.74818,2.5568538,-4.347035,enc,1,4770
11.660852,5.112952,-3.411043,vise,2,1724
8.448772,2.4530187,-3.8706455,boo,1,5405
9.479292,2.5863266,-3.4982111,yea,1,8987
9.434395,2.6784391,-4.212607,tut,1,3049
9.556114,2.286283,-3.8989048,nil,1,48070
8.862907,2.235075,-4.474532,wad,1,2398
8.992357,2.2255096,-4.3262253,mater,1,2935
8.25642,1.1750584,-6.703603,usu,5,2046
8.495224,2.8386421,-4.130462,hen,1,4550
9.729748,2.1219559,-4.222969,ant,1,17669
9.123402,1.5974383,-3.794462,qua,1,7420
7.8711047,2.9840412,-2.7855766,rave,6,274
9.5441265,2.3560371,-3.7165918,rill,1,2140
9.104992,1.630342,-3.9862065,dun,1,2891
8.676313,3.3298512,-2.43372,seen,6,259
9.652714,2.5554433,-4.4513845,ope,1,3925
9.406601,2.209209,-4.3236136,sob,1,3907
9.01634,2.5069141,-3.8527713,eon,1,1768
9.545561,2.2643633,-4.438387,nit,1,5424
9.735983,2.5017238,-3.9752033,ere,1,7119
9.250402,2.5033803,-4.757639,char,1,9127
-4.224794,-0.8102112,-7.172426,prob,0,14608
8.297905,2.5665827,-4.101208,bat,1,13374
9.857748,2.5864086,-4.1588454,ply,1,12137
9.129101,2.278782,-4.253256,moo,1,2251
8.902914,2.2426176,-4.0364614,poo,1,1965
8.244869,3.093748,-2.9482012,toge,6,181
8.204557,3.6524467,-2.56455,babe,6,253
9.404018,2.1412206,-4.054044,ail,1,7664
11.407858,4.898946,-3.3706198,nous,2,3667
9.077166,2.5886984,-3.8415236,pet,1,15664
9.315874,2.2494092,-4.0260367,bet,1,10262
9.290169,2.909628,-3.7860494,lit,1,3786
8.951801,2.0387492,-3.306119,lye,1,457
9.286556,2.5869513,-3.6404939,pee,1,3865
-4.1577168,-0.39980173,-7.658285,logarithmic,0,2231
8.700678,1.2840672,-6.5554295,solo,5,3890
8.892853,2.8355513,-3.4865944,ream,1,694
9.03886,2.8249102,-4.006683,lob,1,2489
9.733978,2.4754677,-3.957838,pare,1,4972
9.537834,2.4111204,-4.24187,pat,1,13607
8.854872,2.8102527,-4.361487,boa,1,6486
0.9269824,-4.8615437,-10.472321,eater,3,1470
8.285093,3.4186563,-2.1689749,nigher,6,134
9.4150505,2.3024516,-4.5110636,manta,1,918
9.398945,2.6732898,-4.495513,res,1,2496
9.50243,2.0768294,-4.1098995,alt,1,8033
5.5123096,3.5018234,2.5761776,irately,4,16
9.095993,2.619256,-4.047598,loll,1,1318
8.415991,2.1828294,-3.8037,genera,1,6617
9.002897,2.7446513,-3.8681755,tote,1,1361
9.739,2.9566307,-3.5491662,gag,1,1316
8.561062,3.2319136,-2.5606613,crass,6,203
9.6378975,2.559153,-4.4164877,cos,1,10940
9.471077,2.3998919,-4.4145317,con,1,1166
9.572802,2.0897956,-3.928505,cir,1,4374
9.684372,2.6638527,-4.4528155,def,1,4831
9.073071,2.452303,-3.913579,fart,1,435
9.202955,2.348124,-4.517783,rage,1,2792
9.417809,2.5154505,-4.6218333,rem,1,3932
9.676392,2.3707013,-4.0260653,apt,1,4044
8.167492,3.2331953,-2.6967795,taco,6,342
9.533169,2.5152082,-4.5553784,mom,1,6412
-4.2817693,-0.583076,-7.359888,rearrange,0,2024
8.94031,2.1979089,-3.4096308,wee,1,2654
9.341848,2.153967,-3.6100044,eve,1,3720
9.629726,2.0637217,-4.2039213,lea,1,10261
8.010405,3.6248693,-2.3515742,dork,6,88
8.879227,2.5807304,-3.357069,fend,1,1251
9.551353,3.133771,-3.879681,mum,1,5016
11.750437,5.1729736,-3.4678602,prevision,2,1434
1.6138883,-4.224273,-10.724087,newt,3,345
9.705233,2.5235548,-4.355666,fol,1,9458
9.258696,2.5934925,-3.9828067,tron,1,949
9.350855,2.0976315,-3.584962,tame,1,1921
8.578863,1.3149123,-6.6673536,mas,5,7541
9.22242,1.8073769,-3.8883848,seer,1,1816
9.727026,2.560061,-3.8466082,ran,1,1415
9.491737,2.7743902,-4.379737,rater,1,1317
7.9435563,3.484892,-2.5288346,greeter,6,81
9.222349,1.7465401,-4.058407,ole,1,3582
9.723869,1.9338951,-4.1811166,lat,1,19664
11.266348,4.7963467,-3.3302224,quip,2,540
8.804033,2.7089148,-3.246242,torn,1,306
9.30888,2.1040354,-4.1733775,urn,1,2609
9.11376,2.5133648,-4.1463737,coy,1,806
7.731094,3.5143118,-2.0029032,corer,6,110
9.67576,3.0255651,-3.9942546,preset,1,1302
9.367596,1.8769121,-4.8094296,poi,1,2281
9.414499,2.2152452,-4.342245,wit,1,11893
9.576944,1.8814168,-4.7412786,ken,1,6041
9.340002,2.1185126,-3.4693437,nave,1,1691
8.682909,2.2336369,-3.1256638,fun,1,4996
9.402853,2.6155381,-4.2808857,going,1,4982
8.891367,2.3645763,-3.944543,oar,1,2307
9.461786,2.3450675,-4.2178636,sate,1,3662
9.546211,2.2919831,-3.8680813,lave,1,675
9.772903,2.524414,-4.438947,coot,1,3018
9.252184,2.6652107,-4.4158974,arc,1,26154
8.539906,2.4633656,-3.4019334,trill,1,344
5.576898,3.3518877,2.6869102,pouter,4,12
8.833429,2.072074,-3.1567688,perm,1,2492
8.914713,2.8413324,-3.742865,iota,1,1032
9.347946,2.3675737,-4.5960727,ave,1,18406
8.149359,3.5001392,-2.4593184,purr,6,152
8.470123,3.2760935,-2.1251788,copulation,6,178
9.760136,2.53407,-4.2503448,pate,1,3111
8.919214,2.901619,-3.8208838,continence,1,597
8.610931,2.924446,-3.1994004,awl,1,837
9.777317,2.8383236,-3.7988772,dine,1,791
-3.8969274,-0.37548494,-7.4643445,uncorrelated,0,2502
-4.0719867,-0.41057205,-7.573963,intercept,0,8814
9.067957,2.7243915,-3.7900174,irate,1,350
9.323828,2.1586933,-3.7381403,dare,1,2867
9.270098,2.1226692,-3.3452737,daring,1,241
9.262096,3.0373201,-3.7732377,elude,1,1081
11.653732,5.0864344,-3.3846238,ville,2,3724
9.74238,2.5778952,-3.7490563,orate,1,780
11.502287,4.9773426,-3.3763056,temp,2,7843
8.756655,2.2511544,-4.149461,lore,1,762
-5.957021,5.31433,0.69292545,harm,12,34057
11.519035,4.9544325,-3.4255023,chef,2,4848
8.947603,2.193059,-3.6993473,wow,1,767
9.24968,3.0842695,-3.48393,loin,1,927
9.231468,2.0852933,-4.304603,gar,1,3123
9.2308655,2.2608566,-4.5025578,nae,1,1277
8.024252,3.876007,-2.1891177,dimer,6,66
9.584965,2.0853252,-4.341116,pup,1,1951
9.088354,2.7161207,-3.984441,loon,1,1572
9.793028,2.8354025,-3.7748764,tat,1,16102
9.288351,2.0653825,-3.7725105,lop,1,3628
9.532284,2.173366,-4.1755395,deli,1,1241
7.9754596,3.247057,-2.6832314,duh,6,1285
8.295383,3.481904,-1.9204454,terse,6,136
11.378527,4.951251,-3.2483177,disposition,2,12988
9.276751,2.2668724,-3.5691109,toss,1,832
1.0448961,-4.700042,-10.596629,sloth,3,306
9.503384,1.8004017,-4.0611286,capitol,1,1623
1.107049,-4.7276683,-10.744016,resow,3,226
11.084173,4.483981,-3.5321884,madame,2,2840
9.671713,2.744639,-3.8472748,ween,1,988
8.824692,2.3736167,-3.4612813,nigh,1,1027
9.288874,1.5968766,-3.814536,thy,1,1708
8.732164,3.2937021,-3.8889472,teed,1,981
9.4151745,2.5388436,-3.3378558,rote,1,2846
8.117069,3.321744,-2.6495428,stet,6,280
9.608177,2.5167713,-4.218032,comm,1,19002
8.906357,2.7806106,-3.6139154,liar,1,450
0.672112,-5.2304115,-10.176165,horn,3,8338
9.148964,2.3479905,-3.145529,hone,1,1676
9.24305,2.0511174,-3.9608707,lip,1,4525
9.067896,2.1496544,-3.8505259,dad,1,2880
9.864061,2.441619,-4.143811,dict,1,1148
9.428871,2.1844773,-3.7019658,stab,1,842
11.710716,5.1336517,-3.420214,exportation,2,4775
8.413748,1.2926106,-6.838172,monitored,5,3651
-4.275351,-0.8543682,-7.306384,serial,0,8037
-3.727265,-0.32049465,-7.6006756,decomposition,0,27838
0.7718892,-5.0641055,-10.230989,crow,3,2434
-2.653694,-2.9188087,10.019493,stinkbug,7,20
-2.554995,-2.9093916,9.8870945,sawfly,7,54
8.4305935,1.8844585,-3.4572434,mull,1,333
9.063995,2.072678,-3.4430747,yew,1,1475
1.3048263,-4.6629634,-10.9447,sooty,3,247
-2.6445658,-2.8887908,10.053036,cottony,7,18
-2.6841178,-2.783745,9.994648,velvety,7,10
8.8360405,2.321103,-4.086713,nun,1,1508
0.8152189,-4.6002045,-10.5069275,panda,3,1575
8.572931,2.6738124,-4.0793576,bee,1,12522
9.513697,2.7109752,-4.331785,lug,1,5718
5.9072003,7.631483,-0.75593996,haired,11,69
0.8538923,-4.9433956,-10.524078,necked,3,565
0.6044383,-4.841065,-10.384527,feather,3,1159
0.8255806,-5.070655,-10.335939,pheasant,3,868
9.249905,2.9540482,-4.158773,coin,1,5682
0.76542807,-4.6958237,-10.475666,peacock,3,666
-6.2814965,5.374897,0.43831587,accuse,12,3542
8.671013,1.0698719,-6.851522,sanitarium,5,320
9.459969,2.1301546,-4.471157,mop,1,18668
-4.3055477,-0.5327802,-7.419381,scalar,0,1044
11.775238,5.070237,-3.5101147,elopement,2,14971
11.715647,5.1422997,-3.3863087,travail,2,4832
11.620346,5.0723095,-3.3979273,milieu,2,2832
11.531815,5.0042124,-3.311792,ensemble,2,4776
11.794426,5.0358324,-3.3431568,amelioration,2,7123
11.5556755,5.057172,-3.2816586,premiere,2,1022
11.710136,5.063548,-3.4083207,sous,2,7980
11.752556,5.0981464,-3.4704223,applique,2,824
11.727282,5.1250486,-3.435896,ameliorate,2,5956
11.624374,5.0728674,-3.375215,petite,2,1847
11.772701,5.1517935,-3.4366353,retard,2,4477
11.080835,4.7071257,-3.258882,primordial,2,334
11.5341015,5.029106,-3.3169577,montage,2,418
-6.4869666,4.0997944,-4.2144814,codifier,9,10
11.4860325,5.0744705,-3.2635293,investiture,2,398
11.387474,4.8849173,-3.0930138,passe,2,724
11.393734,5.000698,-3.3219962,dossier,2,4989
11.594566,5.056527,-3.367548,meme,2,1814
11.4844265,5.0110207,-3.2768376,overture,2,791
11.760908,5.2161417,-3.4023533,risque,2,1912
11.618328,5.1197634,-3.2466526,encore,2,1665
11.30584,4.842703,-3.2924786,accent,2,1546
-5.6079764,4.5086126,-3.937255,consecration,9,28
11.618568,5.083852,-3.349367,regalement,2,2582
11.742788,5.1671333,-3.4301329,oeuvre,2,5472
11.726683,5.155673,-3.4175982,materiel,2,2586
11.605114,5.1106014,-3.2434227,extant,2,1858
11.123367,4.697611,-3.219325,passer,2,1936
11.246532,4.7788095,-3.191245,elev,2,868
11.66131,5.084831,-3.415033,locale,2,6179
11.494076,4.983926,-3.2361884,benefice,2,662
11.514496,4.9892282,-3.3383718,diver,2,6243
11.368097,4.8670645,-3.3669033,aura,2,1047
7.7923503,3.384736,-2.5089357,pie,6,7482
9.206484,2.0917654,-3.504071,haw,1,644
-3.6033797,-0.32162333,-7.647129,decompose,0,10159
8.757191,3.2057915,-2.7841713,snore,6,309
8.8468075,2.6832967,-4.037961,tare,1,1809
8.97739,2.5633125,-3.554357,hip,1,3560
9.04756,2.5000567,-3.6772027,lilt,1,1273
8.995739,2.4380279,-4.054757,rah,1,527
8.707605,1.9747939,-3.9564104,lite,1,2060
-6.1557617,5.087517,0.73310757,guilt,12,691
1.2632327,-4.8118415,-10.952029,solitary,3,434
-4.188697,-0.42876005,-7.269488,surrogate,0,1167
9.670359,2.6338434,-4.858164,pol,1,25997
8.802753,2.211403,-4.033829,rind,1,720
9.006277,2.358799,-4.0351086,sad,1,9775
8.470816,1.2731981,-6.8292074,especial,5,3762
-4.0974665,-0.28807354,-7.541678,static,0,18387
9.891994,2.4067216,-4.7292514,zip,1,3825
9.814083,2.9504976,-3.6228223,fret,1,700
-4.1439104,-0.4499445,-7.632502,polynomial,0,1527
11.557377,5.101473,-3.2055407,conjuncture,2,502
11.601965,5.081766,-3.3092785,manque,2,1139
11.413588,4.9152365,-3.1078608,entree,2,380
8.303503,1.3840675,-6.9574995,signification,5,681
11.677191,5.094384,-3.431721,pendant,2,2570
11.582321,4.9979143,-3.4140573,milliard,2,1876
11.017002,4.7710085,-3.2131739,debut,2,1242
11.36165,4.889188,-3.267982,finale,2,1018
11.49478,4.9938107,-3.2720404,premier,2,6020
11.595419,5.045761,-3.3593721,jejune,2,1395
11.513315,4.923666,-3.4421706,tableau,2,3184
11.511396,5.0161457,-3.2727857,reprise,2,743
9.559956,2.4515963,-4.1233683,pert,1,2998
-4.0231957,-0.30358315,-7.6794186,unmatched,0,1202
9.20997,1.7871408,-3.8015366,hem,1,2089
9.323311,2.1741924,-3.5686069,laud,1,1373
0.78862906,-4.798526,-10.515083,rump,3,551
0.6904969,-5.0582056,-10.046297,frog,3,3369
9.14925,2.2528658,-3.469701,whet,1,395
1.0204353,-4.7250223,-10.510382,lark,3,902
9.240679,2.1541715,-3.5295725,bate,1,1719
9.063416,2.5446649,-3.765076,nod,1,3259
8.315172,3.4828215,-2.5850327,conic,6,181
9.423857,2.3792896,-4.006999,ism,1,6113
8.756699,3.1327982,-2.274469,sober,6,556
9.509649,2.2694721,-4.1135745,oft,1,4752
9.518415,2.0393572,-4.1255064,budge,1,2191
8.903921,2.3254523,-4.1458693,sett,1,738
8.88759,2.5569215,-3.4947646,vita,1,1394
9.26123,2.1953225,-4.3215485,pus,1,1519
9.261875,2.2960262,-3.5951753,woe,1,1250
9.012135,2.4268384,-3.9263797,sot,1,3491
8.190315,3.2671032,-2.0491378,lech,6,279
5.268313,3.8789244,2.238295,tosser,4,10
8.831415,2.942047,-4.1567574,sop,1,16142
8.600761,2.6129746,-3.6351995,wort,1,605
8.518232,2.3270555,-3.4527912,nix,1,361
-6.462115,-1.2366076,-7.505081,falconer,15,159
-6.519745,5.470599,0.41265154,pleading,12,2913
9.714846,2.3883429,-4.2811933,sine,1,3244
8.0728,3.555005,-2.5894175,ilea,6,151
8.926699,1.8193617,-4.0017385,dodo,1,400
9.033005,2.241562,-3.906127,stare,1,619
8.384106,3.1696491,-2.8806422,wino,6,149
8.719637,2.0302572,-3.4642432,stud,1,5610
11.438776,4.9020176,-3.3708253,monsieur,2,1258
-6.1070724,5.51548,0.4038248,testify,12,1727
8.850002,2.9781866,-3.1800246,elf,1,2208
11.531893,5.0753202,-3.202764,veritable,2,466
-6.289538,5.3723907,0.50504065,conviction,12,5245
8.497337,1.2638288,-6.677203,zap,5,688
8.223852,3.321329,-2.8750842,hither,6,219
-6.739805,4.8367815,0.48889685,inviolable,12,196
8.424614,1.2896123,-6.838008,tempo,5,5100
11.673241,5.099699,-3.4149547,vulgarization,2,1844
11.435337,4.9479485,-3.3959303,foyer,2,488
11.645035,5.1108,-3.36457,implantation,2,1471
9.033699,1.9626355,-3.3259203,sear,1,1267
-4.22108,-0.3947115,-7.5254674,subscript,0,2156
0.72315073,-5.0078473,-10.327031,duck,3,5812
-4.4769826,-1.5371873,10.682932,ringworm,13,88
-4.447217,-1.3239193,10.718475,pylori,13,68
8.990307,3.0022697,-4.2268147,git,1,1162
-4.2604074,0.1581688,-7.4828577,multiplied,0,629
